universe_id,source,name,operator,state,county,fips,county_margin_2024,lat,lon,capacity_mw,sqft,opposed_flag,lifecycle_outcome,decided,n_opposition_events,exclusion_reason
atl_01045,atlas,Unknown,,WI,columbia,55021,-0.0459,43.63833310938071,-89.72140293849328,,361.0,no,,,,
atl_01046,atlas,Gallatin Data Center,Meta,TN,sumner,47165,-0.4183,36.408653770477216,-86.37031411803846,,17045005.0,no,,,,
atl_01047,atlas,Aligned Data Center - Chicago ORD-01,Aligned,IL,cook,17031,0.4201,41.91398308559336,-87.91746545885744,,194551.0,no,,,,
atl_01048,atlas,Aligned Data Center - Chicago ORD-02,Aligned,IL,cook,17031,0.4201,41.91296223024628,-87.91749234723224,,111422.0,no,,,,
atl_01049,atlas,Unknown,,IL,cook,17031,0.4201,42.02314332706365,-87.97218622171744,,110471.0,no,,,,
atl_01050,atlas,T5 Chicago II,T5 Data Centers,IL,cook,17031,0.4201,42.02304233326569,-87.97555687597257,,163237.0,no,,,,
atl_01051,atlas,Cortex supercomputer,,TX,travis,48453,0.3932,30.21539943501369,-97.61896045736678,,427833.0,no,,,,
atl_01052,atlas,AWS IAD106,Amazon Web Services,VA,prince william,51153,0.1798,38.74697497598997,-77.51852812758843,,205206.0,no,,,,
atl_01053,atlas,Google NBY-2,Google,OH,licking,39089,-0.3001,40.05963281203005,-82.76452657909626,,138878.0,no,,,,
atl_01054,atlas,Amazon Web Services,Amazon Web Services,VA,loudoun,51107,0.1629,38.94913486865636,-77.52358042964754,,14235.0,no,,,,
atl_01055,atlas,Unknown,,IA,pottawattamie,19155,-0.1997,41.21209899075678,-95.87791366422856,,117949.0,no,,,,
atl_01056,atlas,Amazon Web Services,Amazon Web Services,OR,morrow,41049,-0.4837,45.836184457262725,-119.69404769468916,,213843.0,no,,,,
atl_01057,atlas,Equinix DC14,Equinix,VA,prince william,51153,0.1798,38.803345027236205,-77.51061642582921,,222846.0,no,,,,
atl_01058,atlas,Novartis,,TX,tarrant,48439,-0.0512,32.65123418104135,-97.31970940523344,,42691.0,no,,,,
atl_01059,atlas,Equinix SV11,Equinix,CA,santa clara,06085,0.3995,37.24260507449007,-121.7839986384854,,76977.0,no,,,,
atl_01060,atlas,Amazon IAD103,Amazon Web Services,VA,prince william,51153,0.1798,38.73698426710412,-77.50407510523524,,141914.0,no,,,,
atl_01061,atlas,CloudHQ MCC3,CloudHQ,VA,prince william,51153,0.1798,38.71497031084338,-77.49512778426042,,122891.0,no,,,,
atl_01062,atlas,CyrusOne PHX8,,AZ,maricopa,04013,-0.0348,33.26634359950168,-111.88328970114856,,138766.0,no,,,,
atl_01063,atlas,CyrusOne PHX3,,AZ,maricopa,04013,-0.0348,33.27196805840212,-111.88162712790565,,107618.0,no,,,,
atl_01064,atlas,CyrusOne PHX4,,AZ,maricopa,04013,-0.0348,33.27193710235771,-111.88328211364428,,108957.0,no,,,,
atl_01065,atlas,Vantage VA13,Vantage Data Centers,VA,loudoun,51107,0.1629,39.00310829243192,-77.43985079751437,,261859.0,no,,,,
atl_01066,atlas,Lightedge Des Moines 1,,IA,polk,19153,0.1089,41.66765686470181,-93.45548176472272,,30078.0,no,,,,
atl_01067,atlas,Yahoo,Yahoo,NE,sarpy,31153,-0.1166,41.18049999101002,-96.08489874916177,,237691.0,no,,,,
atl_01068,atlas,Unknown,CenturyLink,NM,doña ana,35013,0.0977,32.30965547587507,-106.72917107190824,,31837.0,no,,,,
atl_01069,atlas,Verizon North Las Vegas,Verizon,NV,clark,32003,0.0263,36.22189342504773,-115.14705545021236,,25096.0,no,,,,
atl_01070,atlas,Google,Google,NE,sarpy,31153,-0.1166,41.13491995864724,-96.1440729015135,,292941.0,no,,,,
atl_01071,atlas,Google,Google,NE,sarpy,31153,-0.1166,41.13439327581521,-96.15590606506956,,297438.0,no,,,,
atl_01072,atlas,Involta Independence,,OH,cuyahoga,39035,0.3147,41.36106237331226,-81.63280479310477,,26393.0,no,,,,
atl_01073,atlas,Bloomberg Data Center,Bloomberg,NY,rockland,36087,-0.1182,41.0362703541861,-73.98749369632571,,182539.0,no,,,,
atl_01074,atlas,fifteenfortyseven CSR ORNY1,fifteenfortyseven Critical Systems Realty,NY,rockland,36087,-0.1182,41.0344845031804,-73.97576449873921,,151516.0,no,,,,
atl_01075,atlas,Stack Infrastructure Portland 3 Data Center -Bld POR3b,Stack Infrastructure,OR,washington,41067,0.3397,45.55421559561292,-122.93942746009344,,91092.0,no,,,,
atl_01076,atlas,Stack Infrastructure Portland 3 Data Center -Bld POR3c,Stack Infrastructure,OR,washington,41067,0.3397,45.55421716185695,-122.94093896568214,,93274.0,no,,,,
atl_01077,atlas,Amazon Web Services,Amazon Web Services,VA,fairfax,51059,0.3500,38.90434587232984,-77.45247339430483,,120946.0,no,,,,
atl_01078,atlas,Amazon Web Services,Amazon Web Services,VA,fairfax,51059,0.3500,38.90483706376053,-77.45475996912757,,118988.0,no,,,,
atl_01079,atlas,Amazon Web Services,Amazon Web Services,VA,loudoun,51107,0.1629,38.915904671232965,-77.49055174718535,,87645.0,no,,,,
atl_01080,atlas,Amazon Web Services,Amazon Web Services,VA,loudoun,51107,0.1629,38.91498995679571,-77.49097634789652,,13879.0,no,,,,
atl_01081,atlas,Amazon Web Services CMH62,Amazon Web Services,OH,licking,39089,-0.3001,40.09298279215547,-82.74763713445286,,136329.0,no,,,,
atl_01082,atlas,Amazon Web Services,Amazon Web Services,OH,licking,39089,-0.3001,40.09344044223075,-82.7321598268788,,214329.0,no,,,,
atl_01083,atlas,Amazon Web Services,Amazon Web Services,OH,licking,39089,-0.3001,40.09215828085437,-82.72755119564094,,214261.0,no,,,,
atl_01084,atlas,Amazon Web Services,Amazon Web Services,OH,licking,39089,-0.3001,40.092965346506006,-82.72649053707603,,14223.0,no,,,,
atl_01085,atlas,Amazon Web Services,Amazon Web Services,OH,union,39159,-0.2963,40.11625887855608,-83.20139113655297,,218032.0,no,,,,county_shared_with_opposed_project
atl_01086,atlas,Unknown,Amazon Web Services,OH,union,39159,-0.2963,40.11739966334843,-83.20208181892225,,213349.0,no,,,,county_shared_with_opposed_project
atl_01087,atlas,Amazon Web Services,Amazon Web Services,OH,union,39159,-0.2963,40.11904802129847,-83.20025962657277,,13652.0,no,,,,county_shared_with_opposed_project
atl_01088,atlas,Amazon Web Services,Amazon Web Services,OH,franklin,39049,0.2840,40.04935754088761,-83.17546025829033,,220580.0,no,,,,county_shared_with_opposed_project
atl_01089,atlas,Unknown,Amazon Web Services,OH,franklin,39049,0.2840,40.04813089818562,-83.17528384542761,,217845.0,no,,,,county_shared_with_opposed_project
atl_01090,atlas,Amazon Web Services,Amazon Web Services,OH,franklin,39049,0.2840,40.04790974075581,-83.17754692245403,,14456.0,no,,,,county_shared_with_opposed_project
atl_01091,atlas,Google NBY-3,Google,OH,licking,39089,-0.3001,40.05795740696205,-82.76528495795795,,284807.0,no,,,,
atl_01092,atlas,Google NBY-4,Google,OH,franklin,39049,0.2840,40.059342128156295,-82.77177556209224,,294201.0,no,,,,county_shared_with_opposed_project
atl_01093,atlas,Meta New Albany Data Center,Meta,OH,licking,39089,-0.3001,40.06037970378648,-82.75098831560908,,608761.0,no,,,,
atl_01094,atlas,Google,Google,OH,franklin,39049,0.2840,39.85209794675051,-82.99487523065918,,289874.0,no,,,,county_shared_with_opposed_project
atl_01095,atlas,Google,Google,VA,prince william,51153,0.1798,38.776122951150654,-77.58252358239119,,289731.0,no,,,,
atl_01096,atlas,Amazon Web Services,Amazon Web Services,OR,morrow,41049,-0.4837,45.85874996159125,-119.60509631980196,,210570.0,no,,,,
atl_01097,atlas,Amazon Web Services,Amazon Web Services,OR,morrow,41049,-0.4837,45.86008348238562,-119.60513360298896,,211904.0,no,,,,
atl_01098,atlas,Amazon Web Services,Amazon Web Services,OR,morrow,41049,-0.4837,45.8609694312574,-119.6051531215301,,216528.0,no,,,,
atl_01099,atlas,Amazon Web Services,Amazon Web Services,OR,morrow,41049,-0.4837,45.841481031506696,-119.6517767921927,,13765.0,no,,,,
atl_01100,atlas,Amazon Web Services,Amazon Web Services,OR,umatilla,41059,-0.3775,45.9206369354048,-119.23183081247244,,216430.0,no,,,,
atl_01101,atlas,Amazon Web Services,Amazon Web Services,OR,umatilla,41059,-0.3775,45.92064708433544,-119.22998114838396,,211240.0,no,,,,
atl_01102,atlas,Amazon Web Services,Amazon Web Services,OR,umatilla,41059,-0.3775,45.79777489027666,-119.361958718014,,216777.0,no,,,,
atl_01103,atlas,Amazon Web Services,Amazon Web Services,OR,umatilla,41059,-0.3775,45.799165042059165,-119.3666580013381,,216903.0,no,,,,
atl_01104,atlas,Google,Google,OH,fairfield,39045,-0.2405,39.724010166114695,-82.69112739236837,,289253.0,no,,,,
atl_01105,atlas,Amazon Web Services,Amazon Web Services,VA,prince william,51153,0.1798,38.74614581949864,-77.51721534270156,,212702.0,no,,,,
atl_01106,atlas,Amazon Web Services,Amazon Web Services,VA,loudoun,51107,0.1629,38.92131351222202,-77.48579976531855,,133944.0,no,,,,
atl_01107,atlas,Amazon Web Services,Amazon Web Services,VA,loudoun,51107,0.1629,38.99509407061763,-77.47107161222901,,14683.0,no,,,,
atl_01108,atlas,Meta Sarpy Data center,Meta,NE,sarpy,31153,-0.1166,41.123572980157554,-96.13289444072416,,628560.0,no,,,,
atl_01109,atlas,Meta Sarpy Data center,Meta,NE,sarpy,31153,-0.1166,41.11432923797791,-96.1428365153122,,625288.0,no,,,,
atl_01110,atlas,Meta Sarpy Data center,Meta,NE,sarpy,31153,-0.1166,41.11216327459793,-96.14155463388816,,286253.0,no,,,,
atl_01111,atlas,Meta,Meta,IA,polk,19153,0.1089,41.67557150002093,-93.50965654880696,,493366.0,no,,,,
atl_01112,atlas,Meta,Meta,IA,polk,19153,0.1089,41.67582283535729,-93.50603124097204,,601076.0,no,,,,
atl_01113,atlas,Dynamics Mining,,KY,hopkins,21107,-0.5087,37.362990903258414,-87.54712130515388,,442423.0,no,,,,
atl_01114,atlas,Flexential Atlanta - Douglasville 2,Flexential,GA,douglas,13097,0.3145,33.73070271823669,-84.61123970385259,,311176.0,no,,,,
atl_01115,atlas,Unknown,Switch,NV,clark,32003,0.0263,36.06402201453284,-115.22111213586722,,241776.0,no,,,,
atl_01116,atlas,Windbreak Cable,,WY,laramie,56021,-0.3242,41.18260120002003,-104.0684982999999,,1114.0,no,,,,
atl_01117,atlas,Unknown,,VA,manassas city,51683,0.1484,38.740435867935545,-77.50398435557676,,95987.0,no,,,,
atl_01118,atlas,NTT Chicago CH2,NTT,IL,dupage,17043,0.1333,41.98896681192547,-88.00725702699874,,115555.0,no,,,,
atl_01119,atlas,Unknown,,OR,crook,41013,-0.5080,44.28575425519378,-120.8699210224936,,275217.0,no,,,,
atl_01120,atlas,Amazon IAD214,Amazon Web Services,VA,loudoun,51107,0.1629,38.986526005508,-77.435175737807,,113421.0,no,,,,
atl_01121,atlas,Aligned IAD03,Aligned,VA,loudoun,51107,0.1629,38.98862094741784,-77.4407518987356,,79844.0,no,,,,
atl_01122,atlas,Digital Realty IAD55,Digital Realty,VA,loudoun,51107,0.1629,38.99226912328289,-77.43393215610038,,85319.0,no,,,,
atl_01123,atlas,Involta-Akron,,OH,summit,39153,0.0698,41.057431068795566,-81.52197151267426,,59427.0,no,,,,
atl_01124,atlas,Amazon Web Services,Amazon Web Services,VA,loudoun,51107,0.1629,38.94736148494224,-77.5202261632775,,13569.0,no,,,,
atl_01125,atlas,Amazon Web Services,Amazon Web Services,VA,loudoun,51107,0.1629,38.98357495375973,-77.41752673157097,,14079.0,no,,,,
atl_01126,atlas,Amazon Web Services,Amazon Web Services,VA,prince william,51153,0.1798,38.80289734729966,-77.6221271999352,,129225.0,no,,,,
atl_01127,atlas,Amazon Web Services,Amazon Web Services,VA,prince william,51153,0.1798,38.7451198113642,-77.53309395336687,,14507.0,no,,,,
atl_01128,atlas,Amazon Web Services,Amazon Web Services,VA,prince william,51153,0.1798,38.81459760122616,-77.65433143122239,,14389.0,no,,,,
atl_01129,atlas,Amazon Web Services,Amazon Web Services,VA,prince william,51153,0.1798,38.81696824406837,-77.65215913005484,,149332.0,no,,,,
atl_01130,atlas,Amazon Web Services,Amazon Web Services,OH,union,39159,-0.2963,40.13418977024933,-83.21583366417357,,233609.0,no,,,,county_shared_with_opposed_project
atl_01131,atlas,Amazon Web Services,Amazon Web Services,OR,umatilla,41059,-0.3775,45.92059672458088,-119.22880463589556,,225421.0,no,,,,
atl_01132,atlas,Amazon Web Services,Amazon Web Services,OR,umatilla,41059,-0.3775,45.920560005801455,-119.2270042542206,,217375.0,no,,,,
atl_01133,atlas,Amazon Web Services,Amazon Web Services,OR,umatilla,41059,-0.3775,45.919515285726376,-119.22609033042734,,16064.0,no,,,,
atl_01134,atlas,Amazon Web Services,Amazon Web Services,OR,umatilla,41059,-0.3775,45.88251750222229,-119.3416517837596,,218698.0,no,,,,
atl_01135,atlas,Amazon Web Services,Amazon Web Services,OR,morrow,41049,-0.4837,45.86225295877379,-119.60511168543223,,211930.0,no,,,,
atl_01136,atlas,Amazon Web Services,Amazon Web Services,OR,morrow,41049,-0.4837,45.85803760730771,-119.60487161226038,,12811.0,no,,,,
atl_01137,atlas,Amazon Web Services,Amazon Web Services,OR,morrow,41049,-0.4837,45.840670297393935,-119.65130207689772,,13923.0,no,,,,
atl_01138,atlas,Amazon Web Services,Amazon Web Services,OR,morrow,41049,-0.4837,45.81993095962179,-119.63208588156591,,212775.0,no,,,,
atl_01139,atlas,"Google Lockbourne, OH",Google,OH,franklin,39049,0.2840,39.84875267736796,-82.99616096097107,,11463730.0,no,,,,county_shared_with_opposed_project
atl_01140,atlas,Amazon New Albany: Jug and Beach Road,,OH,licking,39089,-0.3001,40.09907370699043,-82.75147401690785,,1524640.0,no,,,,
atl_01141,atlas,UPS Data Center,,GA,forsyth,13117,-0.3311,34.10338317620051,-84.2149739266172,,173693.0,no,,,,
atl_01142,atlas,MineOne Wyoming Data Center,MineOne,WY,laramie,56021,-0.3242,41.125124440694,-104.89498384404324,,306030.0,no,,,,
atl_01143,atlas,Iron Mountain VA-3,,VA,prince william,51153,0.1798,38.77550687563078,-77.54520013096746,,181174.0,no,,,,
atl_01144,atlas,Microsoft,Microsoft,AZ,maricopa,04013,-0.0348,33.44634015387983,-112.37391953991316,,238581.0,no,,,,
atl_01145,atlas,Google,Google,VA,prince william,51153,0.1798,38.7744165289811,-77.58562711780785,,289621.0,no,,,,
atl_01146,atlas,Amazon Web Services,Amazon Web Services,VA,prince william,51153,0.1798,38.80185736221658,-77.62121027768342,,127010.0,no,,,,
atl_01147,atlas,Amazon Web Services,Amazon Web Services,VA,prince william,51153,0.1798,38.80125678726276,-77.62048061962223,,130170.0,no,,,,
atl_01148,atlas,Iron Mountain VA-4,,VA,prince william,51153,0.1798,38.77442331044019,-77.54222100424613,,89044.0,no,,,,
atl_01149,atlas,Iron Mountain VA-5,,VA,prince william,51153,0.1798,38.77304294726684,-77.54116863541392,,106629.0,no,,,,
atl_01150,atlas,QTS Manassas DC2,Quality Technology Services,VA,prince william,51153,0.1798,38.75319464399268,-77.51079702257591,,137971.0,no,,,,
atl_01151,atlas,Unknown,,VA,prince william,51153,0.1798,38.758875222417394,-77.51665238523324,,139592.0,no,,,,
atl_01152,atlas,Google,Google,IA,pottawattamie,19155,-0.1997,41.17359488843065,-95.79220329121615,,294718.0,no,,,,
atl_01153,atlas,Google,Google,IA,pottawattamie,19155,-0.1997,41.17359750472643,-95.78867836937772,,296835.0,no,,,,
atl_01154,atlas,T5@Cleveland,T5 Data Centers,OH,cuyahoga,39035,0.3147,41.44249497050612,-81.80285198960169,,974789.0,no,,,,
atl_01155,atlas,42311 THUNDERBALL DR,True North Data Solutions,VA,loudoun,51107,0.1629,39.042552536948456,-77.53829965963824,,40683.0,no,,,,
atl_01156,atlas,42255 THUNDERBALL DR,True North Data Solutions,VA,loudoun,51107,0.1629,39.04162316420013,-77.53922373708994,,60458.0,no,,,,
atl_01157,atlas,42254 THUNDERBALL DR,True North Data Solutions,VA,loudoun,51107,0.1629,39.04350173521111,-77.54087429950766,,77498.0,no,,,,
atl_01158,atlas,Meta Gallatin Data Center,Meta,TN,sumner,47165,-0.4183,36.41186544511472,-86.36966140352041,,626571.0,no,,,,
atl_01159,atlas,Modesto Junior College West Data Center,Yosemite Community College District,CA,stanislaus,06099,-0.1096,37.66514737401328,-121.04003747175076,,6017.0,no,,,,
atl_01160,atlas,GVTC,GVTC,TX,bexar,48029,0.0975,29.68640301722139,-98.4626474985889,,445.0,no,,,,
atl_01161,atlas,Stream Data Centers,,TX,dallas,48113,0.2221,32.9836681552358,-96.65427329455416,,280635.0,no,,,,
atl_01162,atlas,MARA Data Center,Marathon Digital Holdings,TX,hood,48221,-0.6597,32.34174517429652,-97.7312280300424,,1768886.0,no,,,,
atl_01163,atlas,Unknown,,VA,loudoun,51107,0.1629,38.94801698707017,-77.55898682593282,,130181.0,no,,,,
atl_01164,atlas,Unknown,,VA,loudoun,51107,0.1629,38.95006466711818,-77.55887032015698,,130174.0,no,,,,
atl_01165,atlas,Iron Mountain VA-6,,VA,prince william,51153,0.1798,38.76814288611768,-77.53864812619635,,181918.0,no,,,,
atl_01166,atlas,Ark Duluth Data Center,,MN,st. louis,27137,0.1372,46.82746658999977,-92.13043071418323,,27162.0,no,,,,
atl_01167,atlas,Flexential Charlotte - North,Flexential,NC,mecklenburg,37119,0.3289,35.32975386752092,-80.76578188627896,,62809.0,no,,,,county_shared_with_opposed_project
atl_01168,atlas,Equinix Ashburn DC6,Equinix,VA,loudoun,51107,0.1629,39.01519834588525,-77.4595379709394,,70526.0,no,,,,
atl_01169,atlas,Equinix Ashburn DC4,Equinix,VA,loudoun,51107,0.1629,39.01640762355167,-77.46188736227928,,101052.0,no,,,,
atl_01170,atlas,Unknown,HEB,TX,bexar,48029,0.0975,29.58014145508233,-98.54132736832202,,36241.0,no,,,,
atl_01171,atlas,Meta Aiken Data Center,Meta,SC,aiken,45003,-0.2590,33.642273149086826,-81.84262698059472,,3608146.0,no,,,,
atl_01172,atlas,Unknown,Meta,IL,dekalb,17037,0.0198,41.88853040860736,-88.72185807435966,,568454.0,no,,,,
atl_01173,atlas,Unknown,Meta,IL,dekalb,17037,0.0198,41.88928381978822,-88.73105377072714,,568442.0,no,,,,
atl_01174,atlas,Unknown,Meta,IL,dekalb,17037,0.0198,41.89027497092366,-88.72635519613044,,320184.0,no,,,,
atl_01175,atlas,Meta Gallatin Data Center,Meta,TN,sumner,47165,-0.4183,36.41135065140836,-86.3660125010422,,626568.0,no,,,,
atl_01176,atlas,Meta Gallatin Data Center,Meta,TN,sumner,47165,-0.4183,36.40604868216981,-86.36660783519794,,626683.0,no,,,,
atl_01177,atlas,Google,Google,NE,sarpy,31153,-0.1166,41.1379099302681,-96.15143114556096,,297414.0,no,,,,
atl_01178,atlas,Unknown,,CA,santa clara,06085,0.3995,37.370642952923895,-121.97450722223287,,124069.0,no,,,,
atl_01179,atlas,Vantage Santa Clara CA2,Vantage Data Centers,CA,santa clara,06085,0.3995,37.36403183434052,-121.9468448755741,,132031.0,no,,,,
atl_01180,atlas,Digital Realty Silicon Valley SJC37,Digital Realty,CA,santa clara,06085,0.3995,37.37093636866237,-121.9472163527582,,155689.0,no,,,,
atl_01181,atlas,Switch Las Vegas 12,,NV,clark,32003,0.0263,36.05813028989026,-115.21038851286193,,484037.0,no,,,,
atl_01182,atlas,QTS,Quality Technology Services,AZ,maricopa,04013,-0.0348,33.46474691950877,-111.99753426906965,,162484.0,no,,,,
atl_01183,atlas,Digital Realty Northern Virginia IAD44,Digital Realty,VA,loudoun,51107,0.1629,38.96085555401278,-77.49143162866764,,399540.0,no,,,,
atl_01184,atlas,Microsoft,Microsoft,IA,warren,19181,-0.2074,41.49580619609169,-93.78705539830352,,247197.0,no,,,,
atl_01185,atlas,Microsoft,Microsoft,IA,warren,19181,-0.2074,41.49474989609202,-93.7870205983035,,247201.0,no,,,,
atl_01186,atlas,Apple,Apple,IA,dallas,19049,-0.0475,41.61685112776159,-93.92440196315307,,313804.0,no,,,,
atl_01187,atlas,Unknown,,VA,loudoun,51107,0.1629,38.94986181026408,-77.5495090011084,,172204.0,no,,,,
atl_01188,atlas,Unknown,,OH,delaware,39041,-0.0659,40.22452425388648,-83.04586008454727,,307645.0,no,,,,
atl_01189,atlas,DC BLOX Myrtle Beach Cable Landing Station,,SC,horry,45051,-0.3855,33.674583221801456,-78.94369603285817,,91946.0,no,,,,
atl_01190,atlas,Unknown,,NV,storey,32029,-0.3886,39.51151960465572,-119.48330528884722,,390893.0,no,,,,
atl_01191,atlas,Unknown,,VA,loudoun,51107,0.1629,39.05842724907653,-77.54975704380365,,200169.0,no,,,,
atl_01192,atlas,Unknown,,VA,loudoun,51107,0.1629,39.06601533102111,-77.55856949362979,,153155.0,no,,,,
atl_01193,atlas,Meta Rosemount Data Center,Meta,MN,dakota,27037,0.1287,44.73502983558099,-93.06262672085371,,10334558.0,no,,,,
atl_01194,atlas,Meta,Meta,NM,valencia,35061,-0.1637,34.825823197722954,-106.78246827061648,,588461.0,no,,,,
atl_01195,atlas,DataBank,,MN,hennepin,27053,0.4263,45.14371136905177,-93.38712828955704,,114648.0,no,,,,
atl_01196,atlas,Vantage WA13,,WA,grant,53025,-0.3748,47.25252755404145,-119.81362252658953,,252025.0,no,,,,
atl_01197,atlas,Unknown,,WA,grant,53025,-0.3748,47.24364491383648,-119.86905124992496,,119147.0,no,,,,
atl_01198,atlas,Unknown,,VA,fairfax,51059,0.3500,38.92277280028818,-77.42787142077401,,135479.0,no,,,,
atl_01199,atlas,Unknown,,VA,fairfax,51059,0.3500,38.921124573021366,-77.42655352213022,,130413.0,no,,,,
atl_01200,atlas,Unknown,,VA,fairfax,51059,0.3500,38.9226915826871,-77.42630675543383,,132753.0,no,,,,
atl_01201,atlas,QTS Ashburn-Shellhorn,,VA,loudoun,51107,0.1629,38.99853677354994,-77.47494238152574,,829536.0,no,,,,
atl_01202,atlas,CloudHQ Ashburn Campus,,VA,loudoun,51107,0.1629,39.01071824022996,-77.46211284959409,,1553192.0,no,,,,
atl_01203,atlas,CyrusOne SAT10 & SAT11,CyrusOne,TX,bexar,48029,0.0975,29.418348645320783,-98.78780547219756,,934177.0,no,,,,
atl_01204,atlas,Amazon,,TX,bexar,48029,0.0975,29.450736236167327,-98.63871379564972,,104910.0,no,,,,
atl_01205,atlas,Unknown,,TX,bexar,48029,0.0975,29.41845384292862,-98.788807852764,,64212.0,no,,,,
atl_01206,atlas,Csquare SFO4,Csquare,CA,santa clara,06085,0.3995,37.37575523104788,-121.95626909177358,,32249.0,no,,,,
atl_01207,atlas,NTT Silicon Valley data center campus,,CA,santa clara,06085,0.3995,37.36897448736602,-121.95536447297926,,143246.0,no,,,,
atl_01208,atlas,Unknown,,VA,loudoun,51107,0.1629,39.00044576934913,-77.46077416535871,,128835.0,no,,,,
atl_01209,atlas,Unknown,,VA,loudoun,51107,0.1629,38.99911305239166,-77.46086691565762,,130571.0,no,,,,
atl_01210,atlas,Vantage VA2,,VA,loudoun,51107,0.1629,38.99795881011448,-77.4302535156073,,187488.0,no,,,,
atl_01211,atlas,CyrusOne Cincinnati-Hamilton CIN4,CyrusOne,OH,butler,39017,-0.2627,39.38523874936671,-84.5661312857646,,1543625.0,no,,,,county_shared_with_opposed_project
atl_01212,atlas,DataBank Santa Clara SFO1,DataBank,CA,santa clara,06085,0.3995,37.40729868242747,-121.96595642250188,,26781.0,no,,,,
atl_01213,atlas,PTC,Stayton Cooperative Telephone Company,OR,linn,41043,-0.2439,44.77521879334287,-122.6159312375102,,2521.0,no,,,,
atl_01214,atlas,Unknown,,IA,polk,19153,0.1089,41.51586406763058,-93.72031237839327,,263940.0,no,,,,
atl_01215,atlas,Unknown,,IA,polk,19153,0.1089,41.516863672550784,-93.71976722360252,,248069.0,no,,,,
atl_01216,atlas,CenturyLink,,MO,caldwell,29025,-0.6130,39.74404823646494,-93.9973760190651,,1433.0,no,,,,
atl_01217,atlas,Unknown,,AZ,maricopa,04013,-0.0348,33.35323014577916,-111.67808965639534,,241211.0,no,,,,
atl_01218,atlas,Amazon Web Services,Amazon Web Services,OR,umatilla,41059,-0.3775,45.87953253861672,-119.34163563129184,,218723.0,no,,,,
atl_01219,atlas,Amazon Web Services,Amazon Web Services,OR,umatilla,41059,-0.3775,45.88252484149941,-119.3396900641125,,218708.0,no,,,,
atl_01220,atlas,Unknown,,OH,licking,39089,-0.3001,40.05924761990545,-82.76269811748983,,95190.0,no,,,,
atl_01221,atlas,Microsoft,Microsoft,IA,dallas,19049,-0.0475,41.53391629522377,-93.86343863715008,,250490.0,no,,,,
atl_01222,atlas,Microsoft,Microsoft,IA,dallas,19049,-0.0475,41.53283774495582,-93.86346169206516,,250494.0,no,,,,
atl_01223,atlas,Microsoft,Microsoft,IA,dallas,19049,-0.0475,41.53181414495484,-93.86344214206296,,250498.0,no,,,,
atl_01224,atlas,Meta Bowling Green Data Center,,OH,wood,39173,-0.1015,41.46529826036125,-83.63835552524,,21498189.0,no,,,,county_shared_with_opposed_project
atl_01225,atlas,Flexential Las Vegas - Downtown,Flexential,NV,clark,32003,0.0263,36.168643800000766,-115.14314455000994,,439.0,no,,,,
atl_01226,atlas,Unknown,,VA,fauquier,51061,-0.2166,38.73721263324728,-77.82624892405599,,59703.0,no,,,,
atl_01227,atlas,Unknown,,VA,fauquier,51061,-0.2166,38.73822200703171,-77.82580618898835,,107125.0,no,,,,
atl_01228,atlas,xAI Colossus,,TN,shelby,47157,0.2537,35.05996022239821,-90.15645222216364,,776966.0,no,,,,county_shared_with_opposed_project
atl_01229,atlas,Unknown,CloudHQ,VA,loudoun,51107,0.1629,39.00235750653911,-77.47199251742943,,460596.0,no,,,,
atl_01230,atlas,T5@Cleveland,T5 Data Centers,OH,cuyahoga,39035,0.3147,41.44246938202044,-81.80215430324107,,244723.0,no,,,,
atl_01231,atlas,Databank LGA3,Databank,NY,rockland,36087,-0.1182,41.0399432449328,-73.98965093105873,,197452.0,no,,,,
atl_01232,atlas,CoreSite NY3,CoreSite,NJ,hudson,34017,0.2805,40.784903830537054,-74.06535725613013,,39679.0,no,,,,
atl_01233,atlas,Amazon Web Services,Amazon Web Services,OH,licking,39089,-0.3001,40.10242869167073,-82.75012924483033,,213519.0,no,,,,
atl_01234,atlas,Amazon Web Services,Amazon Web Services,OH,licking,39089,-0.3001,40.10197816995511,-82.75191229497905,,125656.0,no,,,,
atl_01235,atlas,Amazon Web Services,Amazon Web Services,OH,licking,39089,-0.3001,40.09421858757698,-82.73211149672552,,213118.0,no,,,,
atl_01236,atlas,Amazon Web Services,Amazon Web Services,OH,licking,39089,-0.3001,40.09437825776618,-82.72928126568107,,72426.0,no,,,,
atl_01237,atlas,Amazon Web Services,Amazon Web Services,OH,licking,39089,-0.3001,40.0955017340038,-82.73200435141196,,211441.0,no,,,,
atl_01238,atlas,Google NBY-5,Google,OH,franklin,39049,0.2840,40.05652000741912,-82.772048580204,,287008.0,no,,,,county_shared_with_opposed_project
atl_01239,atlas,Google NBY-6,Google,OH,franklin,39049,0.2840,40.05392734996134,-82.76761078944944,,287583.0,no,,,,county_shared_with_opposed_project
atl_01240,atlas,Google NBY-6,Google,OH,licking,39089,-0.3001,40.05392734996134,-82.76761078944944,,287583.0,no,,,,
atl_01241,atlas,Meta,Meta,OH,licking,39089,-0.3001,40.06149628180154,-82.74054460541299,,365548.0,no,,,,
atl_01242,atlas,Meta,Meta,OH,licking,39089,-0.3001,40.065239403615855,-82.74114938512078,,304109.0,no,,,,
