position_id,level,state,fips,county_name,jurisdiction,person_name,person_id,office,office_class,party,stance,stance_basis,bill_key,bill_identifier,vote_option,vote_result,vote_motion,vote_chamber,evidence_date,evidence_summary,source_url,confidence,qc_status,qc_flags
vote-3e19896508c2,state,SD,,,SD legislature,Rohl,ocd-person/9f5c460a-6f5d-4198-8be2-e78a9d4980bf,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-2f260857e89d,state,SD,,,SD legislature,Rohl,ocd-person/9f5c460a-6f5d-4198-8be2-e78a9d4980bf,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-3e19896508c2,state,SD,,,SD legislature,Rohl,ocd-person/9f5c460a-6f5d-4198-8be2-e78a9d4980bf,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-3a4c124ca448,state,SD,,,SD legislature,Sauder,ocd-person/229f3180-5808-47f9-b473-3da3c9585bc5,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-20d38219d21c,state,SD,,,SD legislature,Sauder,ocd-person/229f3180-5808-47f9-b473-3da3c9585bc5,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-3a4c124ca448,state,SD,,,SD legislature,Sauder,ocd-person/229f3180-5808-47f9-b473-3da3c9585bc5,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-20d38219d21c,state,SD,,,SD legislature,Sauder,ocd-person/229f3180-5808-47f9-b473-3da3c9585bc5,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-3a4c124ca448,state,SD,,,SD legislature,Sauder,ocd-person/229f3180-5808-47f9-b473-3da3c9585bc5,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-20d38219d21c,state,SD,,,SD legislature,Sauder,ocd-person/229f3180-5808-47f9-b473-3da3c9585bc5,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-3a4c124ca448,state,SD,,,SD legislature,Sauder,ocd-person/229f3180-5808-47f9-b473-3da3c9585bc5,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-20d38219d21c,state,SD,,,SD legislature,Sauder,ocd-person/229f3180-5808-47f9-b473-3da3c9585bc5,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-972677caa207,state,SD,,,SD legislature,Schoenfish,ocd-person/bd74c8bf-cc11-4bfc-a721-269a01a6ccb1,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-d0bc604ed433,state,SD,,,SD legislature,Schoenfish,ocd-person/bd74c8bf-cc11-4bfc-a721-269a01a6ccb1,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-972677caa207,state,SD,,,SD legislature,Schoenfish,ocd-person/bd74c8bf-cc11-4bfc-a721-269a01a6ccb1,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-d0bc604ed433,state,SD,,,SD legislature,Schoenfish,ocd-person/bd74c8bf-cc11-4bfc-a721-269a01a6ccb1,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-972677caa207,state,SD,,,SD legislature,Schoenfish,ocd-person/bd74c8bf-cc11-4bfc-a721-269a01a6ccb1,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-d0bc604ed433,state,SD,,,SD legislature,Schoenfish,ocd-person/bd74c8bf-cc11-4bfc-a721-269a01a6ccb1,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-972677caa207,state,SD,,,SD legislature,Schoenfish,ocd-person/bd74c8bf-cc11-4bfc-a721-269a01a6ccb1,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-d0bc604ed433,state,SD,,,SD legislature,Schoenfish,ocd-person/bd74c8bf-cc11-4bfc-a721-269a01a6ccb1,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-c672763d7a38,state,SD,,,SD legislature,Smith,ocd-person/bea6d77a-6773-463b-946c-b23b27f5f4c0,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-6eb63bbc987e,state,SD,,,SD legislature,Smith,ocd-person/bea6d77a-6773-463b-946c-b23b27f5f4c0,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-c672763d7a38,state,SD,,,SD legislature,Smith,ocd-person/bea6d77a-6773-463b-946c-b23b27f5f4c0,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-6eb63bbc987e,state,SD,,,SD legislature,Smith,ocd-person/bea6d77a-6773-463b-946c-b23b27f5f4c0,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-c672763d7a38,state,SD,,,SD legislature,Smith,ocd-person/bea6d77a-6773-463b-946c-b23b27f5f4c0,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-6eb63bbc987e,state,SD,,,SD legislature,Smith,ocd-person/bea6d77a-6773-463b-946c-b23b27f5f4c0,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-c672763d7a38,state,SD,,,SD legislature,Smith,ocd-person/bea6d77a-6773-463b-946c-b23b27f5f4c0,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-6eb63bbc987e,state,SD,,,SD legislature,Smith,ocd-person/bea6d77a-6773-463b-946c-b23b27f5f4c0,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-eda09e62f597,state,SD,,,SD legislature,Vilhauer,ocd-person/4d53d676-05f1-409a-8ef8-762d97143443,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-45173fa6550b,state,SD,,,SD legislature,Vilhauer,ocd-person/4d53d676-05f1-409a-8ef8-762d97143443,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-eda09e62f597,state,SD,,,SD legislature,Vilhauer,ocd-person/4d53d676-05f1-409a-8ef8-762d97143443,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-45173fa6550b,state,SD,,,SD legislature,Vilhauer,ocd-person/4d53d676-05f1-409a-8ef8-762d97143443,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-eda09e62f597,state,SD,,,SD legislature,Vilhauer,ocd-person/4d53d676-05f1-409a-8ef8-762d97143443,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-45173fa6550b,state,SD,,,SD legislature,Vilhauer,ocd-person/4d53d676-05f1-409a-8ef8-762d97143443,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-eda09e62f597,state,SD,,,SD legislature,Vilhauer,ocd-person/4d53d676-05f1-409a-8ef8-762d97143443,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-45173fa6550b,state,SD,,,SD legislature,Vilhauer,ocd-person/4d53d676-05f1-409a-8ef8-762d97143443,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-1458d895cb68,state,SD,,,SD legislature,Voight,ocd-person/6dce0110-114c-467d-adb2-50e0309a8079,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-64f74c5c51be,state,SD,,,SD legislature,Voight,ocd-person/6dce0110-114c-467d-adb2-50e0309a8079,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-1458d895cb68,state,SD,,,SD legislature,Voight,ocd-person/6dce0110-114c-467d-adb2-50e0309a8079,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-64f74c5c51be,state,SD,,,SD legislature,Voight,ocd-person/6dce0110-114c-467d-adb2-50e0309a8079,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-1458d895cb68,state,SD,,,SD legislature,Voight,ocd-person/6dce0110-114c-467d-adb2-50e0309a8079,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-64f74c5c51be,state,SD,,,SD legislature,Voight,ocd-person/6dce0110-114c-467d-adb2-50e0309a8079,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-1458d895cb68,state,SD,,,SD legislature,Voight,ocd-person/6dce0110-114c-467d-adb2-50e0309a8079,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-64f74c5c51be,state,SD,,,SD legislature,Voight,ocd-person/6dce0110-114c-467d-adb2-50e0309a8079,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-67abe571d9c2,state,SD,,,SD legislature,Voita,ocd-person/5cfb95b9-aa6a-4285-89d1-04770ae033fd,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-f1f3300992d4,state,SD,,,SD legislature,Voita,ocd-person/5cfb95b9-aa6a-4285-89d1-04770ae033fd,State legislator,legislator,,opposed_restriction,roll_call_vote,SD:SB 135,SB 135,no,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-67abe571d9c2,state,SD,,,SD legislature,Voita,ocd-person/5cfb95b9-aa6a-4285-89d1-04770ae033fd,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-f1f3300992d4,state,SD,,,SD legislature,Voita,ocd-person/5cfb95b9-aa6a-4285-89d1-04770ae033fd,State legislator,legislator,,opposed_restriction,roll_call_vote,SD:SB 135,SB 135,no,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-67abe571d9c2,state,SD,,,SD legislature,Voita,ocd-person/5cfb95b9-aa6a-4285-89d1-04770ae033fd,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-f1f3300992d4,state,SD,,,SD legislature,Voita,ocd-person/5cfb95b9-aa6a-4285-89d1-04770ae033fd,State legislator,legislator,,opposed_restriction,roll_call_vote,SD:SB 135,SB 135,no,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-67abe571d9c2,state,SD,,,SD legislature,Voita,ocd-person/5cfb95b9-aa6a-4285-89d1-04770ae033fd,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-f1f3300992d4,state,SD,,,SD legislature,Voita,ocd-person/5cfb95b9-aa6a-4285-89d1-04770ae033fd,State legislator,legislator,,opposed_restriction,roll_call_vote,SD:SB 135,SB 135,no,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-521fc26f6483,state,SD,,,SD legislature,Wipf,ocd-person/a5c12215-2e38-4d1f-a8b0-cc6ce0e859ca,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-1ebf73241814,state,SD,,,SD legislature,Wipf,ocd-person/a5c12215-2e38-4d1f-a8b0-cc6ce0e859ca,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-521fc26f6483,state,SD,,,SD legislature,Wipf,ocd-person/a5c12215-2e38-4d1f-a8b0-cc6ce0e859ca,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-1ebf73241814,state,SD,,,SD legislature,Wipf,ocd-person/a5c12215-2e38-4d1f-a8b0-cc6ce0e859ca,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-521fc26f6483,state,SD,,,SD legislature,Wipf,ocd-person/a5c12215-2e38-4d1f-a8b0-cc6ce0e859ca,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-1ebf73241814,state,SD,,,SD legislature,Wipf,ocd-person/a5c12215-2e38-4d1f-a8b0-cc6ce0e859ca,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-521fc26f6483,state,SD,,,SD legislature,Wipf,ocd-person/a5c12215-2e38-4d1f-a8b0-cc6ce0e859ca,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-1ebf73241814,state,SD,,,SD legislature,Wipf,ocd-person/a5c12215-2e38-4d1f-a8b0-cc6ce0e859ca,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-c5fdaf1d349d,state,SD,,,SD legislature,Zikmund,ocd-person/5e23171d-49a3-471f-a6f8-24b057f2d836,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-f7833fb3d6d4,state,SD,,,SD legislature,Zikmund,ocd-person/5e23171d-49a3-471f-a6f8-24b057f2d836,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-c5fdaf1d349d,state,SD,,,SD legislature,Zikmund,ocd-person/5e23171d-49a3-471f-a6f8-24b057f2d836,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-f7833fb3d6d4,state,SD,,,SD legislature,Zikmund,ocd-person/5e23171d-49a3-471f-a6f8-24b057f2d836,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-c5fdaf1d349d,state,SD,,,SD legislature,Zikmund,ocd-person/5e23171d-49a3-471f-a6f8-24b057f2d836,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-f7833fb3d6d4,state,SD,,,SD legislature,Zikmund,ocd-person/5e23171d-49a3-471f-a6f8-24b057f2d836,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-c5fdaf1d349d,state,SD,,,SD legislature,Zikmund,ocd-person/5e23171d-49a3-471f-a6f8-24b057f2d836,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-f7833fb3d6d4,state,SD,,,SD legislature,Zikmund,ocd-person/5e23171d-49a3-471f-a6f8-24b057f2d836,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Motion to amend,upper,2026-02-20,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
body-a8615d8f51fa,body,SD,46083,Lincoln County,Lincoln County,,,County commission,county_commission,,governing_body_action,governing_body_action,,,,defeated,moratorium,,2026-02-24,"Lincoln County Commissioner Joel Arends proposed a one-year moratorium on hyperscale data centers requiring 100+ MW, calling it an opportunity to 'press pause and further research' the impacts of projects like Gemini Data Center SD LLC's proposed $1.9 billion,",https://www.mitchellrepublic.com/news/south-dakota/lincoln-county-backs-down-on-hyperscale-data-center-moratorium,tracker_coded,published,
body-7b4e3dbbe1e5,body,SD,,,South Dakota (moratorium/incentive defeat),,,State legislature,state_legislature,,governing_body_action,governing_body_action,,,,passed,legislation,,2026-02-24,"In South Dakota, multiple data center bills saw different outcomes: HB 1005 (50-year sales tax exemption for data centers) was rejected 9-3 in House State Affairs Committee. SB 232 (one-year moratorium) passed committee but was killed in full Senate vote. SB 1",https://kelo.com/2026/02/24/887979/,tracker_coded,published,county_unresolved
body-bbabf5aa9e92,body,SD,46011,Brookings County,Brookings,,,City council,city_council,,governing_body_action,governing_body_action,,,,defeated,zoning_restriction,,2026-02-26,"Brookings, South Dakota, City Council voted unanimously to reject a $644K sales-tax rebate for Sequitor Edge's proposed $41 million co-location data center. The denial came alongside state-level defeats: the House State Affairs Committee voted 9-3 against a 50",https://www.brookingsregister.com/2026/02/26/brookings-city-council-denies-data-center-tax-incentive/,tracker_coded,published,
vote-e9aecd4e87ff,state,SD,,,SD legislature,Bahmuller,ocd-person/7d5691be-08ff-4684-978d-81aaa8bdd99b,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,lower,2026-03-02,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-e9aecd4e87ff,state,SD,,,SD legislature,Bahmuller,ocd-person/7d5691be-08ff-4684-978d-81aaa8bdd99b,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,lower,2026-03-02,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-e9aecd4e87ff,state,SD,,,SD legislature,Bahmuller,ocd-person/7d5691be-08ff-4684-978d-81aaa8bdd99b,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,lower,2026-03-02,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-e9aecd4e87ff,state,SD,,,SD legislature,Bahmuller,ocd-person/7d5691be-08ff-4684-978d-81aaa8bdd99b,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,lower,2026-03-02,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-9e4ce066d516,state,SD,,,SD legislature,Emery,ocd-person/589ced64-f78f-447d-ab9a-8ead6965c61b,State legislator,legislator,,did_not_vote,roll_call_vote,SD:SB 135,SB 135,excused,pass,Do Pass Amended,lower,2026-03-02,,https://openstates.org/sd/bills/2026/SB135/,recorded_only,published,
vote-9e4ce066d516,state,SD,,,SD legislature,Emery,ocd-person/589ced64-f78f-447d-ab9a-8ead6965c61b,State legislator,legislator,,did_not_vote,roll_call_vote,SD:SB 135,SB 135,excused,pass,Do Pass Amended,lower,2026-03-02,,https://openstates.org/sd/bills/2026/SB135/,recorded_only,published,
vote-9e4ce066d516,state,SD,,,SD legislature,Emery,ocd-person/589ced64-f78f-447d-ab9a-8ead6965c61b,State legislator,legislator,,did_not_vote,roll_call_vote,SD:SB 135,SB 135,excused,pass,Do Pass Amended,lower,2026-03-02,,https://openstates.org/sd/bills/2026/SB135/,recorded_only,published,
vote-9e4ce066d516,state,SD,,,SD legislature,Emery,ocd-person/589ced64-f78f-447d-ab9a-8ead6965c61b,State legislator,legislator,,did_not_vote,roll_call_vote,SD:SB 135,SB 135,excused,pass,Do Pass Amended,lower,2026-03-02,,https://openstates.org/sd/bills/2026/SB135/,recorded_only,published,
vote-64cd37927a40,state,SD,,,SD legislature,Gosch,ocd-person/138b5508-01b0-43ed-b8b6-ce9b9d07806f,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,lower,2026-03-02,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-64cd37927a40,state,SD,,,SD legislature,Gosch,ocd-person/138b5508-01b0-43ed-b8b6-ce9b9d07806f,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,lower,2026-03-02,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-64cd37927a40,state,SD,,,SD legislature,Gosch,ocd-person/138b5508-01b0-43ed-b8b6-ce9b9d07806f,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,lower,2026-03-02,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-64cd37927a40,state,SD,,,SD legislature,Gosch,ocd-person/138b5508-01b0-43ed-b8b6-ce9b9d07806f,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,lower,2026-03-02,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
vote-f17517fbb837,state,SD,,,SD legislature,Hansen,ocd-person/912b0c53-5674-42b0-8f22-8ccd01c3264c,State legislator,legislator,,supported_restriction,roll_call_vote,SD:SB 135,SB 135,yes,pass,Do Pass Amended,lower,2026-03-02,,https://openstates.org/sd/bills/2026/SB135/,medium,published,bill_session_ambiguous
