id,name,type,phase,status,state,towns,counties,address,lat,lon,size_acres,capacity_mw,scale,date,lastUpdated,yearOpened,jobsConstruction,jobsLongTerm,jobsTotal,companies,zoningAllowance,landSold,bringingOwnEnergy,approx,locationTbd,moratoriumExempt,info,createdAt,updatedAt,outcome_detail
195,Killen Revitilization Project,Data Center,proposed,,Ohio,Sprigg Township,Adams County,15401 Ohio River Scenic Byway,38.69144702,-83.47869649,330,650,0,2026-2,2026-3-27,2028,,,,Commercial Liability; Independent Investor; Core Real Estate; High Table LLC; Energy Strike LLC; Hecate Energy,TRUE,TRUE,TRUE,False,False,False,"A data center project is located on the site of a decomisssioned power plant, formally Killen Generating Station, off the Ohio river in Monroe Township. The sister site is ran by Energy Strike LLC, while this data center is owned by High Table, LLC (both are owned by the same parent entity). The plant originally went offline in 2018. It was purchased soon after by Commercial Liability in 2019 and developed it into usable commercial land. It was purchased in parts since 2023 by High Table. This developer advertises up to 650 MW of power generation can be supplied within 24 months. Water usage is unknown, but the developer has cited ""massive"" amounts with the possibility of acquiring permits to take from the Ohio River. Roughly 40 acres were sold as options to a Chicago based renewable energy company, Hecate Energy, to build power infrastructure for the site. The exact contribution from this provider is unknown.",2026-03-31T09:33:09.673Z,2026-07-02T00:23:46.698Z,
196,Marysville South Data Center,Data Center,proposed,,Ohio,Marysvile,Union County,14300 Weaver Road,40.21492701,-83.34128299,591,800,0,2025-11,2026-3-27,2027,,50,,EMH&T; New Albany Company; Anadonna LLC; Marysville Land Company LLC; 14879 Industrial Parkway LLC; Weaver Road Holdings LLC; Underhill & Hodge LLC; Mary Ann Vickner / Rosemary A. Emswiler Trust; Amazon Web Services; AES Ohio; Columbia Gas of Ohio; Union Rural Electric,TRUE,TRUE,FALSE,False,False,False,"The Marysville South site has roots going back to mid-2024, when the New Albany Company (through its affiliate The Marysville Land Company LLC) orchestrated the rezoning of ~591.6 acres from industrial/manufacturing zoning to a Planned Unit Development, with data centers listed as a permitted use by right. Infrastructure is already in place including an AES 138kV transmission line and access to existing water and sewer mains on Scottslawn Road and Industrial Parkway. Acting as master land developer, the New Albany Company then facilitated the CRA agreement passed by Marysville City Council on November 10th, 2025, authorizing Anadonna LLC to develop a data center on the site. The deal includes a 15-year 100% tax exemption on new structures and a PILOT (pay in lieu of taxes) payment plan back to the city, valued at ~$16 million over the 15 years. By January 2026, Anadonna LLC had purchased a 300-acre plot at 14300 Weaver Road for $205 million, the majority of the 591 acre planned site. Images from the City of Marysville's original PUD development plan suggests parcels owned by 14879 Industrial Parkway LLC and The Marysville Land Company II LLC will be absorbed into Anadonna's current ownership, consistent with the original PUD boundary. On March 11th, 2026, Amazon revealed it is the end user, and that it plans to invest upwards of $1 billion in the site by 2030 with operations beginning in 2027, but these numbers might apply to the general area, which includes Project Cosmos on the other side of the Industrial Parkway, also planed to be operated by AWS. AES will provide the site with up to 800 MW by 2033 according to a regulatory filing from February 2026, with the developer estimating 16% renewable usage and committing to remain under 90% of maximum grid capacity.",2026-03-31T09:33:09.673Z,2026-07-02T00:23:46.698Z,
197,Buck Canyon Properties Data Center,Data Center,proposed,,Ohio,Sprigg Township,Adams County,East of Ginger Ridge Road and West of US Route 52,38.64639927,-83.65890902,1016,1300,0,2026-2,2026-3-27,2028,,,,Ramboll; 68 Yards LLC; Buck Canyon Properties LLC; AES Ohio; AEP Ohio; Adams County; Sprigg Township; U.S. Army Corps of Engineers; Ohio EPA,TRUE,TRUE,FALSE,False,False,False,"The Buck Canyon data center project sits on a former Dayton Power & Light landfill off U.S. Route 52 in Manchester, Sprigg Township, Adams County, Ohio. The parcel is 1,016 acres purchased in 2024 for $2.65 million by Buck Canyon Properties LLC. The development entity is 68 Yards LLC, a Chicago-based company, with the end tenant still undisclosed under NDA. AES Ohio's February 3, 2026 PJM regulatory filing confirmed power demand ramping from 100 MW in late 2028 to 1,300 MW by March 2032, which would make it one of Ohio's largest data centers at 31 times the county's entire annual energy consumption, drawing from the existing 345kV infrastructure at the Stuart Substation. Notably, while AES Ohio owns the Stuart Substation, the surrounding plant site falls within AEP's service territory, adding grid coordination complexity that PJM must resolve before full interconnection can proceed. A federal NWP 39 permit was issued February 18, 2026 authorizing stream and wetland impacts for construction. This permit was key for the developers to break ground on the project and begin building infrastructure.",2026-03-31T09:33:09.673Z,2026-07-02T00:23:46.698Z,
198,PORTS Technology Center,Data Center,approved,,Ohio,Piketon,Pike County,Portsmouth Gaseous Diffusion Plant,39.01316521,-83.00090893,,10000,0,2026-3,2026-4-25,,10000,2000,,U.S. Department of Energy; SB Energy; SoftBank; AEP Ohio,TRUE,TRUE,TRUE,False,True,False,"As part of the U.S.–Japan Strategic Trade and Investment Agreement, a strategic initiative announced by the Trump Administration in July 2025, SB Energy, a U.S.-based SoftBank affiliate, announced a partnership with the U.S. Department of Energy in March 2026 to construct the ""PORTS Technology Campus"": a massive 10 GW AI data center and co-located 9.2 GW natural gas plant, representing a $33 billion investment in generation alone, to be built on the former Portsmouth Gaseous Diffusion Plant site in Pike County, near Piketon. The project is expected to create over 10,000 construction jobs and more than 2,000 permanent operational positions, with GE Vernova supplying approximately 170 gas turbines in a contract valued at roughly $10 billion, the first of which is expected to be delivered within a year. SoftBank, through SB Energy, will also work with American Electric Power (AEP) Ohio to build the transmission infrastructure, representing a separate $4.2 billion investment in new high-voltage lines and substations, which SB Energy has committed to fund directly, with officials stating it will not raise customer electricity rates.",2026-03-31T09:33:09.673Z,2026-05-21T06:12:19.501Z,
199,Project BOSC,Data Center,proposed,,Ohio,Lima,Allen County,1108 W. Bluelick Road and North Cole Street,40.79615096,-84.11932669,,,600,2025,2026-4-25,,,,,Google,unknown,TRUE,unknown,True,True,False,"Google is awaiting approval for a data center in northern Lima, representing a $500 milllion investment.",2026-03-31T09:33:09.673Z,2026-05-22T03:02:50.306Z,
200,Perry Township Data Center,Data Center,proposed,,Ohio,Perry Township,Stark County,5130 Faircrest Street SW,40.75045298,-81.44956755,100,240,0,2026-3,2026-4-26,,670,,,Panattoni Development Company; AEP Ohio; City of Canton Water and Sewer,TRUE,TRUE,FALSE,False,False,False,"A data center has been proposed in Perry Township in a commercially zoned parcel of land encompassing 100 acres, and is projected to require 240 MW of power. The developers, Panattoni Development, made a statement in February that AEP will be upgrading both offsite and onsite electrical infrastructure for the project. Water will be managed by the City of Canton. Four 35-foot buildings will house the data center, totalling 756,000 square feet. The site is expected to be complete in April 2028.",2026-03-31T09:33:09.673Z,2026-05-21T06:12:19.501Z,
201,Morabito Slavic Village Data Center,Data Center,rejected,,Ohio,Cleveland,Cuyahoga County,"Between East 49th and East 55th, east of Highway 77",41.46127794,-81.65465458,,,0,2026-5,2026-5-15,,,,,500 ER-EBY Trust,FALSE,TRUE,unknown,False,True,False,"The City of Cleveland has rejected a permit application from Lakeland Equity Group to build a $1.6 billion data center campus on 35 acres in Slavic Village, between East 49th and East 55th.",2026-03-31T09:33:09.673Z,2026-05-21T06:12:19.501Z,
202,AWS Salem Township Data Center,Data Center,construction,,Pennsylvania,Salem Township,Luzerne County,Adjacent to Susquehanna Steam Electric Station,41.08541393,-76.15505141,1600,1920,2100,2025,2026-6-16,,,,,Amazon Web Services,TRUE,TRUE,TRUE,True,True,False,"Amazon Web Services is constructing a hyperscale data center campus next to Talen Energy’s Susquehanna Steam Electric Station (nuclear power plant). To power this complex, AWS has entered a $18 billion agreement with Talen Energy that will last through 2042. Capacity will be upgraded over time, initially delivering 840 MW, and then to 1,200 MW in 2029, 1,680 MW, and finally 1,920 MW in 2032.  This investment represents one of the largest private investments in Pennsylvania.",2026-03-31T09:33:09.673Z,2026-06-17T22:10:26.090Z,
203,Project Hazelnut,Data Center,rejected,,Pennsylvania,Hazle Township,Luzerne County,Humboldt Industrial Park North near PA 924 & I‑81,40.96611988,-76.04552288,1250,,350,2025-5,,2031,,900,,NorthPoint Development,unknown,unknown,true,False,True,False,"NorthPoint Development of Kansas City plans Project Hazelnut, a 15-building hyperscale data center on a roughly 1,250-acre former mine site in Hazle Township, using enough power for 90,000 homes and cooled with sewer water. The project, part of Pennsylvania’s Fast Track program, is projected to create 900 permanent jobs but faces public opposition over power-line and tax-break issues. NorthPoint has already built a 1-million-square-foot warehouse nearby and now owns over 1,500 acres in the area. As of mid-November, the Hazle Township Board of Supervisors unanimously rejected the land application that would have enabled the project's construction. Developers still have have ability to appeal within 30 days, hence this proposal has been marked as rejected.",2026-04-07T10:10:50.260Z,2026-07-02T00:23:46.698Z,
204,Wildcat Ridge AI Data Center,Data Center,proposed,,Pennsylvania,Archbald Borough,Lackawanna County,Business Route 6 & Wildcat Road (Route 247),41.50265393,-75.58996376,574.2,1600,0,2025-1,2026-7-14,,,688,,Cornell Realty Management LLC,unknown,unknown,true,False,False,False,"Cornell Realty Management LLC is proposing a ~$2.1 billion data center campus to be developed on 574.2 acres of mountainside land along Business Route 6 and Wildcat Road. The plans call for 14 two-story buildings, each with a 202,340-square-foot footprint. The land is currently zoned for resource conservation and medium- to high-density residential use, and the project would proceed through a data center overlay zone rather than a full rezoning. The site is located adjacent to an existing electric substation, however the proposal also includes two on-site substations measuring 326,000 square feet and 69,000 square feet, respectively. This project would use an adiabatic closed-loop system, and additional infrastructure would include a 3.75-million-gallon water storage tank, a 33,000-square-foot administration building, and 588 diesel generators. This proposal is the largest in the Scranton-area, and is anticipated to have a capacity of 1.6 GW, which is greater than the working capacities of any single nearby power plant.",2026-04-07T10:10:50.260Z,2026-07-14T20:20:43.566Z,
205,Project Gravity,Data Center,proposed,,Pennsylvania,Archbald Borough,Lackawanna County,Between Business Route 6 and Eynon-Jermyn Road,41.52487025,-75.55982315,195,,0,2025-4,2026-7-14,,,,,Archbald 25 Developer LLC,TRUE,TRUE,true,False,False,False,"Archbald 25 Developer LLC (affiliated with Western Hospitality Partners) has proposed a hyperscale data center campus on 195 acres in Archbald. This campus would include at least seven two-story data center buildings, each with a 138,000 sq ft footprint, and entrances on both Business Route 6 and Eynon Jermyn Road. A new 230 kV substation is also planned. The developer has proposed similar projects in Indiana and Illinois, and the site falls under Archbald’s planned data center overlay. The project has been controversial due to the displacement of residents at the adjacent Valley View Estates (Jermyn Mobile Home Village), which entered into a sales agreement with Archbald Developer II LLC on May 21, 2025, with transfer expected April 15, 2026. Roughly three dozen residents — many on fixed incomes — now face relocation, and county officials have pledged assistance. The mobile home park lies just a few hundred feet from the proposed buildings, with the main campus entrance paralleling the park’s access road. The developer, linked to multiple data center efforts in Archbald and Blakely, is expanding rapidly across Lackawanna County. As of May 2026, Project Gravity has been removed from Pennsylvania's ""Fast Track"", a program that accelerates permitting for major economic development and infrastructure projects.",2026-04-07T10:10:50.260Z,2026-07-14T20:20:43.566Z,
206,Blakely AI Data Center,Data Center,withdrawn,,Pennsylvania,Blakely Borough,Lackawanna County,Below Business Route 6 and Terrace Drive,41.48730234,-75.59677116,121,400,0,2025-8,2026-04-03,,500,,,Alpesh “Al” Patel,FALSE,TRUE,FALSE,False,False,False,"Blakely Borough officials have responded to the withdrawn AI data center proposal by advancing a zoning amendment that will tightly regulate any future projects of that kind. The Borough Council voted unanimously to advertise the amendment, which confines data centers to a specific overlay district in the northwest corner of town above Business Route 6 and west of Scott Road, extending to the borough’s border with Dickson City and Scott Township. The amendment makes data centers conditional uses within that district and imposes nearly three dozen requirements before approval, including environmental, health, and sound studies—covering both audible and low-frequency noise—conducted at the developer’s expense by qualified professionals selected by the borough. Data centers will be limited to 40 feet in height, prohibited from generating on-site power, and required to occupy at least 20 acres with setbacks of 300 feet from property lines and roads and 200 feet from water bodies or wetlands. Developers must receive electrical power exclusively from Blakely Borough Electric Light Company, reimburse the borough for all related engineering and service expenses, allow quarterly inspections, and participate in emergency response training while supplying any necessary fire-suppression equipment. Other requirements include implementing water-conservation technologies such as closed-loop cooling systems, submitting all state and federal environmental permits, and following strict fencing, lighting, and vegetation standards to minimize visual impact. The amendment also defines data centers and related infrastructure, regulates energy-storage facilities, and adds zoning for short-term rentals. A public hearing on the ordinance is scheduled for November 17 at the Borough Building, with council expected to vote immediately afterward. The developers of the proposed Blakely Data Center have withdrawn their application for a zoning change after being denied the chance to present revised plans at a public meeting. While the data center itself will no longer move forward, the property will still be developed under existing zoning rules. Planned work includes tree removal, construction of a meadow-style pad for material storage, and site remediation. The developers expressed regret over missed opportunities from the canceled data center project, which they said could have generated over $119 million annually in fees for Blakely Electric, more than $2.2 million in local property taxes, created around 500 construction jobs, offered permanent high-paying positions, and funded environmental improvements such as landfill removal and mine reclamation. A local businessman had sought to rezone roughly 121 acres in Blakely from R-1 low-density residential to allow an AI data center campus with four two-story, 70-foot-tall buildings totaling about 300,000 square feet and requiring up to 1.5 GW of power—equal to the output of the Lackawanna Energy Center. The site was once planned for residential and commercial use and would have been the fifth data center proposal in the Valley View School District. The land lies within a federal opportunity zone and is eligible for $7 million in mine land reclamation funding. Blakely operates its own electric distribution system and continues to evaluate feasibility for potential future development.",2026-04-07T10:10:50.260Z,2026-06-03T22:13:01.289Z,
207,Project Boson,Data Center,proposed,,Pennsylvania,Archbald Borough,Lackawanna County,Eynon Jermyn Road,41.51204229,-75.55615342,14.2332415,,0,Mid 2025,2026-7-14,,,,,"PDC Realty, LLC",unknown,true,unknown,False,False,False,"Project Boson, formerly known as the Archbald Data & Energy Center, is separate from Project Gravity and will replace the Highway Auto Parts junkyard on Eynon Jermyn Road with a single, nearly 620,000-square-foot data center, according to recent land development filings. The project was initially planned as three two-story buildings but was later merged into one larger facility. It is led by PDC Realty LLC, managed by Jim Marzolino of Kriger Construction, who also signed the original zoning permit in April 2025 and a subsequent subdivision application in August. Marzolino, connected to both Project Boson and Project Gravity, plans to sell the Gravity site to Western Hospitality Partners under an October 2024 purchase agreement. The 83.5-acre Boson site includes a planned 200-foot tree buffer between the facility and nearby residential areas.",2026-04-07T10:10:50.260Z,2026-07-14T20:20:43.566Z,
208,Jessup Breaker Street Data Center,Data Center,delayed,,Pennsylvania,Jessup Borough,Lackawanna County,Breaker Street near Hill Street,41.47418356,-75.55167722,131,600,0,2025-6,2026-7-14,,,,,Breaker Street Associates LLC,unknown,false,false,True,True,False,"Breaker Street Associates LLC (linked to Catalyst Commercial Development via address) has proposed a six-building data center campus totaling about 1.07 million square feet on a 131-acre site between Hill Street and the Casey Highway. Each building would rise up to 130 feet, with the campus projected to consume around 600 megawatts of power. Because the application was filed before Jessup adopted its new data center overlay zoning, the project is grandfathered under the older rules. However, a zoning appeal is underway concerning infrastructure planned in a residential zone—specifically a switch yard the borough’s zoning officer deemed non-compliant. The developer argues it should be permitted as either an accessory use or a public utility facility. In addition, the project will require a height variance since Jessup zoning limits buildings in the mixed-use district to 40 feet. On January 19th, the Jessup Zoning Hearing Board unanimously rejected the developer's appeal for zoning relief, but the developer has appealed the decision as of early February, hence this proposal is listed as delayed and not withdrawn.",2026-04-07T10:10:50.260Z,2026-07-14T20:20:43.566Z,
209,Project Gold,Data Center,proposed,,Pennsylvania,Clifton Township; Covington Township,Lackawanna County,Near I‑380 at Clifton Beach Road,41.25171332,-75.51721079,1000,1500,0,2025-7,2026-4-8,,,,,NE Edge Data Centers,FALSE,TRUE,TRUE,False,False,False,"The Project Gold data center campus, proposed by 1778 Rich Pike LLC, would develop a data center campus on roughly 1,000 acres straddling Clifton and Covington Townships. Initial plans called for nearly three dozen data centers, though revised plans show five larger buildings in Clifton ranging from 160,000 to nearly 685,000 square feet each. Gouldsboro Land LLC, linked to NE Edge Data Centers, has acquired more than 300 contiguous acres along Interstate 380 in Covington Twp., where the land falls within a newly created data center, energy and technology district. The project is currently tied up in court after a judge vacated a settlement agreement between the developer and Clifton Twp., following objections from the Clifton Twp. Zoning Hearing Board, which had unanimously denied the developer's challenge that local zoning unlawfully excluded data centers. This proposal remains very controversial.",2026-04-07T10:10:50.260Z,2026-05-21T06:12:19.501Z,
210,East Whiteland Township Data Center,Data Center,proposed,,Pennsylvania,East Whiteland Township,Chester County,13 South Bacton Hill Rd and Swedesford Rd,40.03918189,-75.58675747,44,,0,2023-1,2026-4-19,,,,,"Sentinel Green Fig, LLC",TRUE,TRUE,TRUE,False,False,False,"Sentinel Green Fig, LLC has proposed constructing two data center buildings on a roughly 70-acre site in East Whiteland Township at the former Foote Mineral Company property along S. Bacton Hill Road, near Swedesford Road. The site, which has been fully remediated after its prior Superfund designation, was previously approved for but never developed as a retirement community. The applicant proposes two data center buildings of ~410,000 square feet each, totaling ~828,000 square feet of building footprint. Primary access would be from Swedesford Road, with secondary emergency access to S. Bacton Hill Road, and the site would be served by public water and sewer.",2026-04-07T10:10:50.260Z,2026-05-21T06:12:19.501Z,
211,QTS Salem Data Center,Data Center,proposed,,Pennsylvania,Salem Township,Luzerne County,Adjacent to the Susquehanna Steam Electric Station,41.08918402,-76.17975485,1800,,0,2025-7,2026-3-20,,,,,Blackstone; QTS,unknown,TRUE,true,False,True,False,"QTS and Blackstone Infrastructure, in partnership with PPL Corporation, announced a $25 billion plan to build several AI-oriented hyperscale data center campuses throughout Northeastern Pennsylvania. Sites will be co-located with dedicated gas-fired power plants, with operations targeted around 2030. Only one QTS site proposal has been announced so far, adjacent to the Susquehanna Steam Electric Station in Salem Township. The initial proposal included 18 buildings across three construction phases on an approximately 1,800-acre campus, but a revised master site plan was submitted in early 2026 reducing the total building count and relocating some structures. Notable changes include the removal of three buildings near the southern end of the western side of Walker Run, the removal of two buildings from the second-phase area, and the removal of two buildings from the northern third-phase section — though the three remaining northern buildings appear to be roughly double the size of those in the original plan. In March 2026, it was reported that QTS (through holding company Salem Township Holdings LLC) spent over $580 million acquiring approximately 1,700 acres from 97 local landowners. The project buildout is expected to span five to seven years.",2026-04-08T23:00:03.450Z,2026-06-03T23:51:37.024Z,
212,AWS Keystone Trade Center Campus,Data Center,proposed,,Pennsylvania,Falls Township,Bucks County,Keystone Trade Center (former U.S. Steel Fairless Works),40.16092786,-74.7577123,1800,,0,2025-6,,,,,,Amazon Web Services,TRUE,TRUE,unknown,False,False,False,"Amazon announced plans to develop a ""digital infrastructure campus"" at the Keystone Trade Center in Fairless Hills as part of a statewide investment. The property is 1800 acres and was once owned by U.S. Steel.",2026-04-10T22:33:19.307Z,2026-05-21T06:12:19.501Z,
213,CoreWeave Lancaster AI Campuses,Data Center,construction,,Pennsylvania,Lancaster,Lancaster County,216 Greenfield Rd (former RR Donnelley site),40.0432,-76.2576,144,300,0,2025-7,2026-1-17,,,,,Machine Investment Group; Chirisa Technology Parks; CoreWeave,TRUE,TRUE,TRUE,False,False,False,"CoreWeave, in partnership with Blue Owl Capital, Chirisa Technology Parks, and Machine Investment Group, is advancing a multi-hundred-megawatt, multibillion-dollar (~6B committed by CoreWeave) AI data center project in Lancaster at the former RR Donnelley/LSC Communications sites at Greenfield Road and 1375 Harrisburg Pike, respectively. Construction is underway at Greenfield with expansion phases and the Harrisburg Pike campus is still in planning stages. Full buildout could support up to ~300 MW of capacity.",2026-04-14T07:18:32.035Z,2026-07-02T00:23:46.698Z,
214,Allentown Warehouse Conversion Data Center,Data Center,delayed,,Pennsylvania,Allentown,Lehigh County,2401 W Emaus Avenue,40.56743843,-75.47433818,13.62,,0,2026-5,2026-6-15,,,,,Langan Engineering,TRUE,TRUE,unknown,False,False,False,"Langan Engineering is proposing an approximately quarter-million-square-foot data center at the site of a previously approved warehouse project from 2022. As of June, the developer has requested postponement of the proposal review, hence this entry is considered delayed. ",2026-04-14T07:18:32.035Z,2026-06-17T22:10:26.090Z,
215,PAX – Pennsylvania Digital I,Data Center,construction,,Pennsylvania,Middlesex Township,Cumberland County,Multiple campuses planned in the Carlisle area (exact parcels TBD),40.25827177,-77.11782185,700,1350,0,2025-7,2026-4-6,,,,,PowerHouse Data Center; Pennsylvania Data Center Partners,TRUE,TRUE,TRUE,False,False,False,"PowerHouse Data Centers and Pennsylvania Data Center Partners announced a $15 billion joint venture, Pennsylvania Digital I (PAX), comprising three hyperscale campuses around Carlisle, delivering 1.35 GW of capacity with expandability up to 1.8 GW across ~700 acres. Each of the three campuses features six buildings and a dedicated 450 MW substation. As of early 2026, the project has cleared key milestones: water and sewer rights were secured in January 2026 via a $14.1 million agreement with Middlesex Township, and on March 4, 2026, the Middlesex Township Board of Supervisors unanimously approved construction of the first 450 MW substation, clearing the way for Phase 1-b construction of the first data center to begin. The project is expected to generate more than $65 million in direct tax revenue, with over $45 million allocated to the Cumberland Valley school district and local community.",2026-04-14T19:53:10.704Z,2026-07-02T00:23:46.698Z,
216,TECfusions “Keystone Connect” AI Campus,Data Center,proposed,,Pennsylvania,Upper Burrell Township,Westmoreland County,Former Alcoa Research/Industrial site,40.55148482,-79.64813466,1395,3000,1300,2025-1,,,,,,TECfusions,unknown,TRUE,TRUE,True,True,False,"TECfusions acquired ~1,395 acres from Alcoa to build a 3GW AI-ready data center campus with on-site gas generation and microgrid.",2026-04-16T01:42:26.878Z,2026-05-21T06:12:19.501Z,
217,Springdale AI Data Center Redevelopment,Data Center,approved,,Pennsylvania,Springdale Borough,Allegheny County,Former Cheswick Power Station site,40.53856579,-79.79046974,63.37,180,0,2025-8,2026-4-13,,,,,"Allegheny DC Property Co., LLC",TRUE,TRUE,TRUE,False,False,False,"Developers proposed a ~180 MW, 565,000-square-foot AI data center to redevelop the retired Cheswick coal plant. After months of review and mixed community response, Springdale Borough Council voted 5–2 to approve the project via a conditional use permit, as data centers are not explicitly addressed in the borough’s zoning code. In mid-December, the developer requested six zoning variances to exceed existing dimensional regulations and all were approved.",2026-04-16T01:42:26.878Z,2026-05-21T06:12:19.501Z,
218,Homer City Energy + AI Campus,Data Center,construction,,Pennsylvania,Center Township; Black Lick Township,Indiana County,1750 Power Plant Road,40.51388415,-79.19678004,3200,4500,0,2025-8,2026-3-29,,10000,1000,,Homer City Redevelopment; Kiewit; GE Vernova,TRUE,TRUE,TRUE,False,True,False,"A partnership between Homer City Redevelopment and Kiewit proposes turning the existing 2 GW facility into a 4.5 GW natural gas power plant, paired with a large AI/HPC data center campus on the 3,200-acre former coal site. GE Verona will supply seven high-efficiency hydrogen-enabled 7HA.02 gas turbines, with first deliveries expected in 2026, and the site is expected to begin producing power by 2028 (previously 2027). Most recently, environmental groups and other organizations have raised concerns about the already-permitted project. Pennsylvania's DEP issued an air quality permit in November 2025 well ahead of schedule, drawing criticism from environmental advocates who say carbon and toxic air pollution from the site could harm nearby residents. According to Homer City Redevelopment, the project will deliver up to 4.5 GW of power to AI-driven hyperscale data centers while reducing greenhouse gas emissions by 60–65% per megawatt hour compared to the former coal plant, and supply power to thousands of homes on the local grid. It will create more than 10,000 direct on-site construction jobs and approximately 1,000 permanent positions in technology, operations, and energy infrastructure, backed by an initial capital investment exceeding $10 billion, making it the largest such investment in Pennsylvania's history. Construction began as of early April 2026.",2026-04-16T01:42:26.878Z,2026-06-03T22:13:01.289Z,
219,Panther Creek (Nesquehoning) HPC/AI Conversion,Data Center,approved,,Pennsylvania,Nesquehoning Borough,Carbon County,Panther Creek Energy Facility site (approx. 101 Panther Creek Rd),40.85810449,-75.86678277,58.39,350,500,2025-08,2026-3-29,,,,,T5; Bitfarms,unknown,unknown,true,False,False,False,"Bitfarms and T5 announced intent to repurpose the Panther Creek waste-coal facility into an HPC/AI data center, leveraging existing ~1 GW infrastructure. Bitfarms has since converted its $300 million debt facility with Macquarie Group into project-specific financing for a 350 MW HPC and AI campus at the site, drawing $100 million to begin equipment purchases and site work in late 2025, with $200 million remaining for construction.",2026-04-16T01:42:26.878Z,2026-05-21T06:12:19.501Z,
220,Fairview Crossroads Data Center,Data Center,proposed,,Pennsylvania,Fairview Township,York County,"Approx. off I-83, I-76, & Lewisberry Rd",40.20763745,-76.88105807,17.22,,250,2025-7,2026-03-22,,,,,Fairview Crossroads LLC,true,unknown,unknown,False,False,False,"Fairview Crossroads LLC proposes a ~750,000 sq ft, ~$500M data center in Fairview Township. On June 28, the Board of Supervisors approved a zoning ordinance change to allow data centers as a conditional use.",2026-04-16T01:42:26.878Z,2026-05-21T06:12:19.501Z,
221,Dauphin Highlands Golf Course sold for Data Center,Data Center,proposed,,Pennsylvania,Swatara Township,Dauphin County,650 S Harrisburg St,40.2272952,-76.80957537,,,0,2025-8,2026-4-28,,,,,"Harrisburg I, LLC",unknown,TRUE,unknown,False,False,False,"The Dauphin County General Authority approved the $45.6 million sale of Dauphin Highlands Golf Course in Swatara Township to a real estate group, Provident Realty, planning to build a data center. While officials emphasized that the sale will pay off the course’s $13 million debt and deliver long-term benefits to county residents, many community members voiced concerns about noise, water use, high utility costs, and limited job creation from the proposed development. The course, which has operated at a deficit since county ownership began in 1993, will remain open until the tentative sale closing date of December 31, 2027. The sale also includes adjoining land in Steelton, and while the authority argued the purchase price was far above recorded land value, nearby residents and golfers expressed disappointment over the loss of one of the region’s best public courses. As of March 2026, Provident purchased 11 more parcels of land in the area valuing approximately $50 million.",2026-04-16T01:42:26.878Z,2026-05-21T06:12:19.501Z,
222,Hollenback Township Data Center Development Zoning Application,Zoning Application,preliminary,,Pennsylvania,Hollenback Township,Luzerne County,Properties off West County Hollenback Rd,41.08020287,-76.10642775,460,,0,2026-01,2026-3-2,,,,,"Possibly Talen Energy, but Undisclosed",false,FALSE,unknown,False,True,False,"Iron City is possibly developing a data center at the Iron City No. 1 Power Generator and Compute Center, somewhere in the Karthaus area. The PA Department of Environmental Protection (DEP) approved Iron City Wells, LLC to construction 15 natural gas–fired engine generators to ""power a compute facility"", which still does not have much information public.",2026-04-16T01:42:26.878Z,2026-05-21T06:12:19.501Z,
223,Jessup Sunnyside Data Center,Data Center,approved,,Pennsylvania,Jessup Borough,Lackawanna County,Directly next to Lackawanna Energy Center,41.46826509,-75.54760961,11.0192837,,0,2025-9,2026-7-14,,,,,"Sunnyside Road Associates, LLC",true,TRUE,false,False,True,False,"Catalyst Commercial Development, through Sunnyside Road Associates, has shifted its plans in Jessup from a warehouse to a nearly 487,000-square-foot data center on a 48.3-acre parcel along Sunnyside Road, directly beside Invenergy’s Lackawanna Energy Center. The project, which mirrors the footprint of a previously approved 334,800-square-foot warehouse but will remain under 50 feet in height, is slated to begin construction on September 1, 2026, and finish a year later. Catalyst purchased the land in 2024 for $3.4 million from Pompey Coal Company, which also owns nearby property tied to other Catalyst proposals. In early June 2026, Jessup's council voted 3-2 to approve the project's preliminary plans. No end user has been specified.",2026-04-16T01:42:26.878Z,2026-07-14T20:20:43.566Z,
224,McKees Rocks Industrial Site Data Center,Zoning Ordinance,preliminary,,Pennsylvania,Stowe Township,Allegheny County,Rock Point Industrial Site along Nichol Avenue,40.4802974,-80.05962827,,,0,2025-10,,,,,,SunCap Property Group,false,FALSE,false,False,True,False,"Officials in Stowe Township are considering a proposal to allow a future data center at the Rock Point Industrial site along Nichol Avenue, a strategically located riverside property. The plan is still in early stages, and current township ordinances do not permit data center operations, prompting commissioners to vote to advertise a potential ordinance change to gather public input before any decision. Township leaders view the proposal as a possible boost for jobs, tax revenue, and local economic growth, while some residents have raised questions about the project’s purpose, environmental impact, and energy consumption. Officials have stated that agencies such as the DEP and EPA would regulate environmental and safety concerns. The township board is expected to revisit and possibly vote on the proposal at its next meeting on November 10.",2026-04-16T01:42:26.878Z,2026-05-21T06:12:19.501Z,
