recheck_priority,priority_reason,State,County,fips,Incident,Date,days_stale,threshold_days,overdue_ratio,qc_mechanism,status_clean,outcome_defensible,county_label,label_moving,project_id,Source URL
2,"restrictive instrument past its threshold; the county is already labelled enacted, so only the record grade is at stake",NC,Mecklenburg County,37119,Charlotte,2026-04-23,129,120,1.07,moratorium,pending,pending,1,0,charlotte_nc,https://www.wfae.org/energy-environment/2026-04-23/east-charlotte-residents-protest-data-center-development-during-rezoning-hearing
2,"restrictive instrument past its threshold; the county is already labelled enacted, so only the record grade is at stake",IL,Morgan County,17137,Morgan County,2026-04-27,125,120,1.04,moratorium,active,blocked_unverified,1,0,morgan_county_il,https://mjbommar.github.io/moratorium-data-2026/states/illinois.html
2,"restrictive instrument past its threshold; the county is already labelled enacted, so only the record grade is at stake",MA,Middlesex County,25017,Everett,2026-02-24,187,180,1.04,conditional_zoning,pending,pending,1,0,everett_ma,https://www.boston.com/news/local-news/2026/04/08/everett-restricts-data-centers-development/
2,"restrictive instrument past its threshold; the county is already labelled enacted, so only the record grade is at stake",PA,Bucks County,42017,East Rockhill Township (Bucks County),2026-02-24,187,180,1.04,conditional_zoning,active,pending,1,0,east_rockhill_township_pa,https://northpennnow.com/news/2026/apr/04/east-rockhill-supervisors-advance-data-center-ordi/
2,"restrictive instrument past its threshold; the county is already labelled enacted, so only the record grade is at stake",PA,Chester County,42029,North Coventry Township,2026-02-23,188,180,1.04,conditional_zoning,active,pending,1,0,north_coventry_township_pa,https://www.readingeagle.com/2026/03/03/north-coventry-rejects-boutique-data-center-idea/
2,"restrictive instrument past its threshold; the county is already labelled enacted, so only the record grade is at stake",PA,Chester County,42029,East Whiteland Township (Curative Amendment),2026-02-26,185,180,1.03,conditional_zoning,active,mixed,1,0,east_whiteland_township_pa,https://www.inquirer.com/news/pennsylvania/east-whiteland-data-center-zoning-20260401.html
2,"restrictive instrument past its threshold; the county is already labelled enacted, so only the record grade is at stake",PA,Lackawanna County,42069,Ransom Township,2026-02-27,184,180,1.02,conditional_zoning,active,pending,1,0,ransom_township_pa,https://www.thetimes-tribune.com/2026/02/27/scranton-materials-appeals-ransom-twp-denial-of-data-center-zoning-change/
2,"restrictive instrument past its threshold; the county is already labelled enacted, so only the record grade is at stake",GA,Early County,13099,Blakely (Early County),2026-03-01,182,180,1.01,conditional_zoning,active,pending,1,0,blakely_ga,https://www.datacenterdynamics.com/en/news/qts-targets-two-data-center-campuses-in-georgia/
3,non-restrictive instrument past its threshold,ND,Cass County,38017,Harwood,2025-08-25,370,120,3.08,project_denial,approved,mixed,0,0,harwood_nd,https://www.inforum.com/news/fargo/fargo-withdraws-annexation-attempts-of-3-billion-ai-data-center-near-harwood
3,non-restrictive instrument past its threshold,TN,Shelby County,47157,Shelby County Health Department (xAI enforcement letter),2024-08-26,734,270,2.72,legislation,active,advanced_unverified,1,0,xai_colossus,https://interactive.localmemphis.com/pdfs/2024-08-26-Letter-to-SCHD-re-xAI-operating-without-permits.pdf
3,non-restrictive instrument past its threshold,TN,Shelby County,47157,EPA Region 4 (xAI Memphis inquiry),2024-11-01,667,270,2.47,legislation,resolved,pending,1,0,xai_colossus,https://prismreports.org/2025/06/18/xai-memphis-data-center-pollution/
3,non-restrictive instrument past its threshold,IA,Scott County,19163,Davenport,2024-05-01,851,365,2.33,cost_allocation,active,pending,0,0,davenport_ia,https://www.datacenterdynamics.com/en/news/meta-named-as-company-behind-328-acre-data-center-in-davenport-iowa/
3,non-restrictive instrument past its threshold,WI,Racine County,55101,City of Racine vs. Village of Mount Pleasant (water-and-wastewater agreement dispute),2024-06-01,820,365,2.25,disclosure,active,pending,0,0,racine_vs_mount_pleasant_wi,https://urbanmilwaukee.com/2024/09/18/mount-pleasant-racine-in-legal-battle-over-water-after-foxconn-failure/
3,non-restrictive instrument past its threshold,TN,Shelby County,47157,Shelby County Health Department (xAI 15-turbine air permit application),2025-01-15,592,270,2.19,legislation,pending,advanced_unverified,1,0,xai_colossus,https://prismreports.org/2025/06/18/xai-memphis-data-center-pollution/
3,non-restrictive instrument past its threshold,MI,Kent County,26081,Lowell Township,2025-12-18,255,120,2.12,project_denial,active,pending,1,0,lowell_township_mi,https://www.datacenterdynamics.com/en/news/developer-in-lowell-township-michigan-withdraws-data-center-application-following-opposition/
3,non-restrictive instrument past its threshold,TN,Shelby County,47157,Shelby County Commission (xAI public hearing resolution),2025-04-01,516,270,1.91,legislation,passed,blocked_unverified,1,0,xai_colossus,https://www.actionnews5.com/2025/04/01/shelby-county-commissioners-vote-urge-health-dept-hold-hearing-xai-gas-turbines/
3,non-restrictive instrument past its threshold,TX,Hood County,48221,Granbury / Mitchell Bend,2024-10-04,695,365,1.9,disclosure,active,mixed,0,0,granbury_mitchell_bend_tx,https://earthjustice.org/press/2024/granbury-residents-sue-local-bitcoin-mine-over-health-threatening-noise-pollution
3,non-restrictive instrument past its threshold,TN,Shelby County,47157,Shelby County Health Department (SELC second xAI letter),2025-04-09,508,270,1.88,legislation,active,advanced_unverified,1,0,xai_colossus,https://interactive.localmemphis.com/pdfs/2025-04-09_Letter_from_SELC_et_al._to_SCHD_re_xAI's_New_Turbines.pdf
3,non-restrictive instrument past its threshold,MN,Sherburne County,27141,City of Becker,2025-05-23,464,270,1.72,legislation,failed,blocked_unverified,0,0,becker_mn,https://www.mprnews.org/story/2025/05/23/amazon-pulls-back-on-plans-for-large-data-center-in-becker
3,non-restrictive instrument past its threshold,AK,North Slope Borough,02185,North Slope Borough,2025-06-03,453,270,1.68,legislation,active,pending,0,0,north_slope_borough_ak,https://alaskabeacon.com/2025/06/03/new-alaska-bitcoin-mine-would-use-as-much-power-as-the-states-largest-coal-plant-produces/
3,non-restrictive instrument past its threshold,TN,Shelby County,47157,EPA (Memphis ozone non-attainment petition),2025-06-05,451,270,1.67,legislation,pending,pending,1,0,xai_colossus,https://tennesseelookout.com/2025/06/10/groups-petition-epa-to-act-as-ozone-levels-in-memphis-exceed-national-health-standards/
3,non-restrictive instrument past its threshold,CA,Imperial County,06025,Imperial Valley,2025-01-28,579,365,1.59,litigation,active,pending,1,0,imperial_valley_ca,https://www.thedesertreview.com/business/data-center-company-to-build-315-acre-center-in-lithium-valley/article_aff75860-4f82-11ef-a8b5-7f739e431385.html
3,non-restrictive instrument past its threshold,NY,Genesee County,36037,Genesee County (STAMP),2025-02-01,575,365,1.58,disclosure,active,mixed,0,0,genesee_county_ny,https://www.wxxinews.org/local-news/2025-02-06/big-data-centers-eying-genesee-county-tech-park-face-widespread-opposition
3,non-restrictive instrument past its threshold,MN,Dakota County,27037,Apple Valley,2025-02-05,571,365,1.56,public_pressure,failed,blocked_unverified,1,0,apple_valley_mn,https://www.datacenterdynamics.com/en/news/oppidan-proposes-data-center-campus-in-apple-valley-minnesota/
3,non-restrictive instrument past its threshold,MO,Franklin County,29071,Pacific,2026-02-25,186,120,1.55,project_denial,pending,blocked_unverified,1,0,pacific_mo,https://www.change.org/p/demand-transparency-on-data-center-records-in-pacific-mo-under-missouri-sunshine-law
3,non-restrictive instrument past its threshold,TN,Shelby County,47157,Memphis & Shelby County Air Pollution Control Board (xAI appeal filing),2025-07-15,411,270,1.52,legislation,pending,advanced_unverified,1,0,xai_colossus,https://cdn.arstechnica.net/wp-content/uploads/2025/07/NAACP-and-YGGs-xAI-Air-Permit-Appeal-7-15-2025.pdf
3,non-restrictive instrument past its threshold,VA,Shenandoah County,51171,Strasburg,2025-03-01,547,365,1.5,public_pressure,active,pending,0,0,strasburg_va,https://www.nvdaily.com/nvdaily/shenandoah-county-weighing-safeguards-as-it-shapes-data-center-policy/article_9457e215-e1c7-5396-93ce-537a11345351.html
3,non-restrictive instrument past its threshold,LA,Richland Parish,22083,Richland Parish,2025-08-01,394,270,1.46,legislation,approved,mixed,0,0,richland_parish_la,https://fortune.com/2026/02/04/meta-hyperion-ai-data-center-louisiana-expansion/
3,non-restrictive instrument past its threshold,TN,Shelby County,47157,Memphis (SCHD public hearing — Fairley High School),2025-04-25,492,365,1.35,disclosure,active,advanced_unverified,1,0,xai_colossus,https://wreg.com/news/xai-hearing-draws-hundreds-becomes-heated-debate/
3,non-restrictive instrument past its threshold,AZ,Maricopa County,04013,Buckeye,2025-06-01,455,365,1.25,public_pressure,active,pending,1,0,buckeye_az,https://www.datacenterdynamics.com/en/news/tract-announces-18gw-data-center-park-in-phoenix-arizona/
3,non-restrictive instrument past its threshold,MI,Oakland County,26125,Oakland University (Rochester Hills),2025-06-01,455,365,1.25,infrastructure_opposition,active,pending,1,0,oakland_university_mi,https://actionnetwork.org/petitions/petition-to-stop-the-data-center-from-being-built-in-p-35
3,non-restrictive instrument past its threshold,MI,Washtenaw County,26161,Saline Township,2025-10-01,333,270,1.23,legislation,active,mixed,1,0,saline_township_mi,https://www.change.org/p/stop-the-massive-ai-data-center-in-saline-township-in-michigan
3,non-restrictive instrument past its threshold,TN,Shelby County,47157,Memphis (NAACP/SELC 60-day NOI to sue xAI Colossus 1),2025-06-17,439,365,1.2,litigation,active,pending,1,0,xai_colossus,https://512pixels.net/wp-content/uploads/2025/06/2025.06.17-SELC-Notice-of-Intent-to-Sue-for-Violations-of-the-Clean-Air-Act_with-Enclosures.pdf
3,non-restrictive instrument past its threshold,WI,Ozaukee County,55089,Fredonia/Saukville,2025-10-10,324,270,1.2,legislation,pending,pending,1,0,fredonia_saukville_wi,https://spectrumnews1.com/wi/milwaukee/news/2025/10/10/ozaukee-county-port-washington-data-center-fredonia
3,non-restrictive instrument past its threshold,TN,Shelby County,47157,Memphis (xAI Colossus Water Recycle Plant indefinite pause),2026-04-09,143,120,1.19,project_denial,pending,advanced_unverified,1,0,xai_colossus,https://www.actionnews5.com/2026/04/09/xai-pauses-plans-build-water-recycling-plant-memphis/
3,non-restrictive instrument past its threshold,MI,Washtenaw County,26161,Saline Township (consent judgment with Related Digital),2025-10-15,319,270,1.18,legislation,approved,mixed,1,0,saline_township_mi,https://planetdetroit.org/2025/10/saline-data-center-settlement/
3,non-restrictive instrument past its threshold,SC,Aiken County,45003,Savannah River Site (Federal AI Data Center),2025-07-01,425,365,1.16,disclosure,active,pending,0,0,savannah_river_site_sc__r816,https://www.energy.gov/nnsa/articles/nnsa-seeks-proposals-ai-data-centers-energy-projects-savannah-river-site-0
3,non-restrictive instrument past its threshold,WI,Sheboygan County,55117,Sheboygan,2025-07-01,425,365,1.16,infrastructure_opposition,active,advanced_unverified,0,0,sheboygan_wi,https://www.tmj4.com/news/sheboygan-county/sheboygan-residents-raise-concerns-about-speculated-data-center-amid-land-deal-city-denies-data-center
3,non-restrictive instrument past its threshold,MN,Dakota County,27037,Lakeville,2025-08-01,394,365,1.08,disclosure,active,advanced_unverified,1,0,lakeville_mn,https://www.mncenter.org/data-centers-lawsuits
3,non-restrictive instrument past its threshold,MT,Yellowstone County,30111,Broadview,2025-07-31,395,365,1.08,public_pressure,active,pending,0,0,broadview_mt,https://www.ktvq.com/news/local-news/proposed-ai-data-center-sparks-debate-in-rural-montana
3,non-restrictive instrument past its threshold,OH,Stark County,39151,Perry Township (Stark County),2025-08-01,394,365,1.08,cost_allocation,active,mixed,1,0,perry_township_oh,https://www.yahoo.com/news/articles/many-perry-township-residents-voice-114547726.html
3,non-restrictive instrument past its threshold,TN,Shelby County,47157,Memphis,2025-08-01,394,365,1.08,disclosure,active,pending,1,0,xai_colossus,https://www.ehn.org/community-pushback-grows-over-musk-backed-supercomputer-in-southwest-memphis
3,non-restrictive instrument past its threshold,TN,Shelby County,47157,Memphis City Council (xAI Community Benefit Ordinance),2025-08-01,394,365,1.08,community_benefit,passed,mixed,1,0,xai_colossus,https://www.fox13memphis.com/news/city-council-approves-tax-benefits-from-xai-for-surrounding-communities-in-south-memphis/article_2e980200-40a7-4a6e-8d23-e97e4dc1314d.html
3,non-restrictive instrument past its threshold,LA,Richland Parish,22083,Louisiana Department of Environmental Quality (LDEQ),2025-11-19,284,270,1.05,legislation,active,pending,0,0,louisiana_department_of_environmental_quality_la,https://www.knoe.com/2025/11/19/community-speaks-environmental-permits-entergy-power-plant/
3,non-restrictive instrument past its threshold,WI,Ozaukee County,55089,Washington County and Ozaukee County Boards of Supervisors (transmission-route resolutions),2025-11-19,284,270,1.05,legislation,passed,pending,1,0,washington_county_and_ozaukee_county_boards_of_supervisors_wi,https://www.gmtoday.com/news_graphic/business/port-washington-power-routes/article_13c93a82-e614-5ea5-8dd8-fdc8cbc1c561.html
3,non-restrictive instrument past its threshold,AK,Wrangell City and Borough,02275,Wrangell,2025-08-21,374,365,1.02,public_pressure,active,blocked_unverified,0,0,wrangell_ak,"https://wrangellsentinel.com/stories/borough-wants-to-pursue-possible-data-center-tenant-at-6-mile-mill-site,24587"
3,non-restrictive instrument past its threshold,AL,Shelby County,01117,Wilsonville,2025-08-24,371,365,1.02,public_pressure,active,pending,1,0,wilsonville_al,https://alabamareflector.com/2025/08/24/wilsonville-residents-seek-preemptive-strike-against-massive-data-center-project/
3,non-restrictive instrument past its threshold,PA,Lackawanna County,42069,Clifton Township,2025-08-22,373,365,1.02,litigation,active,pending,1,0,clifton_township_pa,https://www.thetimes-tribune.com/2026/02/03/judge-tosses-settlement-between-clifton-twp-data-center-developer/
3,non-restrictive instrument past its threshold,AL,Baldwin County,01003,Baldwin County (Stockton),2025-12-02,271,270,1.0,legislation,active,pending,0,0,baldwin_county_al,https://www.wkrg.com/baldwin-county/people-care-about-these-wetlands-baldwin-county-residents-unite-against-massive-solar-farm-project/
4,"inside the 30-day early-warning band, not yet stale",PA,Carbon County,42025,Packer Township / Banks Township,2025-09-01,363,365,0.99,public_pressure,pending,pending,1,0,packer_township_banks_township_pa,https://www.change.org/p/stop-the-data-center-in-packer-township-and-banks-township
4,"inside the 30-day early-warning band, not yet stale",TX,Bexar County,48029,San Antonio,2026-03-05,178,180,0.99,conditional_zoning,pending,pending,0,1,san_antonio_tx,https://www.swunion.org/blog/data-center-rebellion-convening-2026
4,"inside the 30-day early-warning band, not yet stale",MN,Stearns,27145,"Waite Park City Council, MN",2026-05-04,118,120,0.98,moratorium,passed,pending,1,0,waite_park_mn,https://knsiradio.com/2026/05/04/waite-park-council-to-hear-public-input-tonight-on-data-center-moratorium/
4,"inside the 30-day early-warning band, not yet stale",OR,Wasco County,41065,The Dalles (HR 655 Federal Land Transfer),2025-12-09,264,270,0.98,legislation,pending,pending,0,0,the_dalles_or__r673,https://www.columbiariverkeeper.org/2026/coalition-urges-senators-wyden-and-merkley-to-oppose-public-land-giveaway-for-data-center-water-use/
4,"inside the 30-day early-warning band, not yet stale",SC,Colleton,45029,"Colleton County Council (first-reading 6-month moratorium on 850-acre Eagle Rock proposal in ACE Basin), SC",2026-05-04,118,120,0.98,moratorium,pending,blocked_unverified,1,0,colleton_sc,https://www.aol.com/articles/south-carolina-county-passes-first-090447896.html
4,"inside the 30-day early-warning band, not yet stale",WI,Sheboygan,55117,"Sheboygan Common Council, WI",2026-05-04,118,120,0.98,moratorium,pending,pending,0,1,sheboygan_wi,https://whbl.com/2026/05/05/city-of-sheboygan-sends-data-center-limits-to-plan-commission/
4,"inside the 30-day early-warning band, not yet stale",NV,Clark,32003,"Boulder City, NV (Townsite Solar 2 Data Center — second town hall + ballot initiative)",2026-05-06,116,120,0.97,project_denial,resolved,mixed,0,0,boulder_city_nv,https://www.fox5vegas.com/2026/05/06/developers-proposed-data-center-hold-second-community-meeting-opposition-continues/
4,"inside the 30-day early-warning band, not yet stale",VA,Chesterfield County,51041,Chesterfield County,2026-03-09,174,180,0.97,conditional_zoning,active,pending,1,0,chesterfield_county_va,https://richmondbizsense.com/2026/03/09/developer-appealing-permit-requirement-for-data-center-project-in-chesterfield/
4,"inside the 30-day early-warning band, not yet stale",MD,Harford,24025,"Harford County Executive Bob Cassilly (proposed legislation to permanently ban data centers countywide; public hearing May 18, vote June 1), MD",2026-05-07,115,120,0.96,ban,pending,pending,0,1,harford_county_executive_bob_cassilly_md,https://www.baltimoresun.com/2026/05/07/cassilly-proposes-permanent-data-center-ban/
4,"inside the 30-day early-warning band, not yet stale",MI,Washtenaw County,26161,Washtenaw County Circuit Court (Related Digital v. Saline Township),2025-09-12,352,365,0.96,disclosure,active,advanced_unverified,1,0,washtenaw_county_circuit_court_mi,https://thesuntimesnews.com/saline-township-sued-data-center-zoning/
4,"inside the 30-day early-warning band, not yet stale",NC,Chatham,37037,NC Superior Court (ECO TIP West LLC v. Chatham County re: 12-month moratorium),2026-05-08,114,120,0.95,moratorium,pending,pending,1,0,nc_superior_court_nc,https://nsjonline.com/article/2026/05/chatham-county-faces-lawsuit-over-data-center-moratorium/
4,"inside the 30-day early-warning band, not yet stale",NY,Dutchess,36027,"Town of East Fishkill (Dutchess County — Treetop Development data center; industrial moratorium extended to data centers), NY",2026-05-08,114,120,0.95,moratorium,unknown,pending,0,1,east_fishkill_ny,https://midhudsonnews.com/2026/05/08/rumors-of-proposed-data-center-are-premature/
4,"inside the 30-day early-warning band, not yet stale",KY,Jefferson,21111,"Louisville Metro Council (Councilwoman Chappell reintroduces moratorium on telecom hotels / data centers), KY",2026-05-11,111,120,0.93,moratorium,pending,pending,0,1,louisville_metro_council_ky,https://louisvilleky.gov/news/councilwoman-chappell-reintroduces-temporary-moratorium-data-centers
4,"inside the 30-day early-warning band, not yet stale",MI,Cass,26027,"Penn Township Board (Cass County), MI",2026-05-11,111,120,0.93,moratorium,passed,mixed,1,0,penn_township_board_mi,https://www.wndu.com/2026/05/12/officials-approve-30-day-moratorium-data-center-penn-township-residents-request-longer-term-option/
4,"inside the 30-day early-warning band, not yet stale",NJ,Sussex,34037,"Andover Township Committee (Sussex County — ban announced after viral tense meeting at former Newton/Jump airport site), NJ",2026-05-10,112,120,0.93,moratorium,announced,blocked_unverified,0,1,andover_township_committee_nj,https://newjersey.news12.com/2026/05/10/andover-plans-ban-on-ai-data-centers-after-tense-meeting-and-viral-video/5ouXiKxrUSaKWwCIz4Fflg
4,"inside the 30-day early-warning band, not yet stale",TX,Somervell County,48425,Somervell County,2026-05-11,111,120,0.93,moratorium,passed,pending,0,1,somervell_county_tx,https://www.keranews.org/energy-environment/2026-05-12/oppose-expand-votes-in-2-north-texas-communities-highlight-a-divide-over-data-center-growth
4,"inside the 30-day early-warning band, not yet stale",CA,Imperial County,06025,"Calipatria City Council (Imperial County — interim 5-year moratorium introduced), CA",2026-05-12,110,120,0.92,moratorium,pending,pending,1,0,calipatria_ca,https://inewsource.org/2026/05/13/data-center-moratorium-imperial-county-salton-sea-calipatria/
4,"inside the 30-day early-warning band, not yet stale",MO,Franklin County,29071,Franklin County (county-wide regulations),2026-03-17,166,180,0.92,conditional_zoning,pending,pending,1,0,franklin_county_mo,https://www.firstalert4.com/2026/03/18/franklin-county-data-center-projects-draw-packed-crowd-opposition-planning-meeting/
4,"inside the 30-day early-warning band, not yet stale",OH,Franklin County,39049,Jackson Township,2026-05-12,110,120,0.92,moratorium,passed,mixed,1,0,jackson_township_oh,https://www.10tv.com/article/news/local/jackson-township-approves-1-year-data-center-moratorium/530-b8cddb38-1b51-412b-a97c-1f718112af08
4,"inside the 30-day early-warning band, not yet stale",PA,Lackawanna County,42069,City of Scranton,2026-03-17,166,180,0.92,conditional_zoning,pending,pending,1,0,scranton_pa,https://www.thetimes-tribune.com/2026/03/09/scranton-to-amend-zoning-to-regulate-data-centers/
4,"inside the 30-day early-warning band, not yet stale",TX,Kaufman County,48257,Forney,2026-03-17,166,180,0.92,conditional_zoning,pending,pending,0,1,forney_tx,https://www.inforney.com/local-news/forney-proposes-new-rules-for-data-centers/article_51ff32ba-83f3-44aa-91c1-73c022a88384.html
4,"inside the 30-day early-warning band, not yet stale",NC,Brunswick County,37019,Boiling Spring Lakes,2026-05-14,108,120,0.9,moratorium,pending,pending,0,1,boiling_spring_lakes_nc,https://www.wect.com/2026/05/14/data-center-moratorium-proposed-boiling-spring-lakes/
4,"inside the 30-day early-warning band, not yet stale",IN,Marion County,18097,"Indianapolis / Marion County (City-County Council nonbinding moratorium resolution, Prop. 158), IN",2026-05-15,107,120,0.89,moratorium,passed,mixed,1,0,indianapolis_marion_county_in,https://www.axios.com/local/indianapolis/2026/05/15/the-city-county-council-passed-a-data-center-moratorium-heres-whats-next
4,"inside the 30-day early-warning band, not yet stale",PA,Montgomery County,42091,Montgomery Township,2026-03-23,160,180,0.89,conditional_zoning,active,pending,1,0,montgomery_township_pa,https://northpennnow.com/news/2026/mar/27/montgomery-township-moves-to-fix-zoning-gap-on-data-centers/
4,"inside the 30-day early-warning band, not yet stale",KS,Johnson County,20091,Spring Hill,2026-03-25,158,180,0.88,conditional_zoning,active,pending,1,0,spring_hill_ks,https://fox4kc.com/news/spring-hill-residents-raise-concerns-over-rezoning-plan-for-data-center/
4,"inside the 30-day early-warning band, not yet stale",FL,DeSoto County,12027,DeSoto County,2026-05-19,103,120,0.86,moratorium,passed,mixed,0,1,desoto_county_fl,"https://thebradentontimes.com/stories/developers-push-massive-data-center-complex-in-desoto-county-amid-backlash,198154"
4,"inside the 30-day early-warning band, not yet stale",CA,Imperial County,06025,"City of Imperial (hyperscale data center moratorium advancing), CA",2026-05-20,102,120,0.85,moratorium,pending,blocked_unverified,1,0,imperial_ca,https://kyma.com/news/top-stories/2026/05/21/imperial-moves-toward-moratorium-on-hyperscale-data-centers/
4,"inside the 30-day early-warning band, not yet stale",NJ,Union County,34039,Roselle Park,2026-05-21,101,120,0.84,ban,pending,pending,1,0,roselle_park_nj,https://www.tapinto.net/towns/roselle-park/articles/roselle-park-moves-to-ban-data-centers-seeks-answers-on-kenilworth-project
4,"inside the 30-day early-warning band, not yet stale",PA,Luzerne County,42079,Jenkins Township,2026-03-31,152,180,0.84,conditional_zoning,pending,pending,1,0,jenkins_township_pa,https://www.timesleader.com/news/1737257/jenkins-twp-holds-hearing-on-data-center-ordinance
4,"inside the 30-day early-warning band, not yet stale",PA,Montgomery County,42091,Montgomery County,2026-04-01,151,180,0.84,conditional_zoning,active,pending,1,0,montgomery_county_pa,https://chestercountyengineers.org/news/events/planning-for-the-digital-backbone-a-practical-guide-to-data-center-ordinances-for-engineers/
4,"inside the 30-day early-warning band, not yet stale",TN,Anderson County,47001,City of Rocky Top,2026-04-01,151,180,0.84,conditional_zoning,pending,pending,1,0,rocky_top_tn,https://www.wbir.com/article/news/local/rocky-top-regulate-location-of-any-future-ai-data-centers-in-city/51-d109d822-3a2d-4c45-bc0d-e30b3065b70f
4,"inside the 30-day early-warning band, not yet stale",AL,Jefferson County,01073,"Birmingham (amended class action alleging city-developer conspiracy to evade DC moratorium), AL",2026-05-25,97,120,0.81,moratorium,active,pending,1,0,birmingham_al,https://birminghamwatch.org/2026/05/28/new-legal-filing-suggests-birmingham-helped-developers-evade-data-center-moratorium/
4,"inside the 30-day early-warning band, not yet stale",FL,Jackson County,12063,"Jackson County (1-year AI data center moratorium), FL",2026-05-26,96,120,0.8,moratorium,pending,blocked_unverified,0,1,jackson_county_fl,https://www.wctv.tv/2026/05/26/jackson-county-commissioners-vote-moratorium-ai-data-centers/
4,"inside the 30-day early-warning band, not yet stale",AZ,Pinal County,04021,"Pinal County (Eloy — La Osa campus scaled back ~80% after opposition), AZ",2026-05-28,94,120,0.78,project_denial,pending,blocked_unverified,0,0,pinal_county_az,https://www.kjzz.org/fronteras-desk/2026-05-28/largest-proposed-data-center-in-arizona-to-be-scaled-back-80-after-opposition
4,"inside the 30-day early-warning band, not yet stale",NY,Suffolk County,36103,"Town of Brookhaven (Yaphank — 18-month data center moratorium hearing set), NY",2026-05-29,93,120,0.78,moratorium,pending,pending,0,1,brookhaven_ny,https://pix11.com/news/local-news/long-island/long-island-town-approves-moratorium-on-data-center-after-public-pushback/
