canonical_id,canonical_name,states,n_variants,n_incidents,variants,flags,n_flags,detail,client_safe
G0478,East New Orleans Neighborhood Advisory Commission,LA,1,1,East New Orleans Neighborhood Advisory Commission,degenerate_rate,1,n_incidents=1 below floor 5,0
G0479,Carroll County Anti-Data Center Coalition,GA,1,1,Carroll County Anti-Data Center Coalition,,0,,1
G0480,Wyndham community residents,VA,1,1,Wyndham community residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0481,Wyndham Board of Directors Smart Development Task Force,VA,1,1,Wyndham Board of Directors Smart Development Task Force,degenerate_rate,1,n_incidents=1 below floor 5,0
G0482,Wyndham Smart Development Task Force,VA,1,1,Wyndham Smart Development Task Force,degenerate_rate,1,n_incidents=1 below floor 5,0
G0483,Neighbors For Change,VA,1,1,Neighbors For Change,degenerate_rate,1,n_incidents=1 below floor 5,0
G0484,Henrico County residents,VA,1,1,Henrico County residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0485,No Henry County Data Center,IN,1,1,No Henry County Data Center,degenerate_rate,1,n_incidents=1 below floor 5,0
G0486,Barrington Hills residents (Change.org petition organizers),IL,1,1,Barrington Hills residents (Change.org petition organizers),placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0487,Coalition for Springfield's Utility Future,IL,1,1,Coalition for Springfield's Utility Future,degenerate_rate,1,n_incidents=1 below floor 5,0
G0488,Adams County Residents for Responsible Development,OH,1,1,Adams County Residents for Responsible Development,,0,,1
G0489,Cedar Bog Nature Preserve (supporters),OH,1,1,Cedar Bog Nature Preserve (supporters),degenerate_rate,1,n_incidents=1 below floor 5,0
G0490,Downriver United 734,MI,1,1,Downriver United 734,,0,,1
G0491,Vienna Township trustees (preemptive zoning),OH,1,1,Vienna Township trustees (preemptive zoning),,0,,1
G0492,Stop Solon Township Data Center,MI,1,1,Stop Solon Township Data Center,,0,,1
G0493,Climate Coalition Montgomery County,MD,1,1,Climate Coalition Montgomery County,,0,,1
G0494,Citrus County residents,FL,1,1,Citrus County residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0495,Elders Climate Action Maryland,MD,1,1,Elders Climate Action Maryland,,0,,1
G0496,AW-CRAP,OH,1,1,AW-CRAP,,0,,1
G0497,Kentucky Conservation Committee,KY,1,1,Kentucky Conservation Committee,,0,,1
G0498,Mason Data Center Facts,MI,1,1,Mason Data Center Facts,,0,,1
G0499,Kuna farmers,ID,1,1,Kuna farmers,placeholder,1,"descriptive label, not a named organization",0
G0500,Kuna area farmers (lawsuit plaintiffs),ID,1,1,Kuna area farmers (lawsuit plaintiffs),placeholder,1,"descriptive label, not a named organization",0
G0501,No Data Center Clifton/Covington TWPs,PA,1,1,No Data Center Clifton/Covington TWPs,,0,,1
G0502,PennFuture,PA,1,1,PennFuture,,0,,1
G0503,Pocono Heritage Land Trust,PA,1,1,Pocono Heritage Land Trust,,0,,1
G0504,"DE-CLEAR (Delaware Data Center Coalition for Local, Environmental, and Accountable Regulation)",DE,1,1,"DE-CLEAR (Delaware Data Center Coalition for Local, Environmental, and Accountable Regulation)",,0,,1
G0505,"Citizens for Open Governance, Columbia County Georgia",GA,1,1,"Citizens for Open Governance, Columbia County Georgia",,0,,1
G0506,Citizens for Open Governance,GA,1,1,Citizens for Open Governance,split_artifact,1,"fragment of 'Citizens for Open Governance, Columbia County Georgia'",0
G0507,Columbia County residents,GA,1,1,Columbia County residents,placeholder,1,"descriptive label, not a named organization",0
G0508,Mt. Orab Residents for Responsible Development,OH,1,1,Mt. Orab Residents for Responsible Development,degenerate_rate,1,n_incidents=1 below floor 5,0
G0509,Pike Township residents,IN,1,1,Pike Township residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0510,Indianapolis environmental groups,IN,1,1,Indianapolis environmental groups,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0511,South Carolina Emerging Technologies Association (supportive),SC,1,1,South Carolina Emerging Technologies Association (supportive),,0,,1
G0512,Muhlenberg TWP and Community Against Data Center and/or Power Distribution Build,OH,1,1,Muhlenberg TWP and Community Against Data Center and/or Power Distribution Build,,0,,1
G0513,Citizen Action of New York,NY,1,1,Citizen Action of New York,,0,,1
G0514,NYPIRG,NY,1,1,NYPIRG,,0,,1
G0515,New York Communities for Change,NY,1,1,New York Communities for Change,,0,,1
G0516,Make the Road NY,NY,1,1,Make the Road NY,,0,,1
G0517,NYC DSA Ecosocialist Working Group,NY,1,1,NYC DSA Ecosocialist Working Group,,0,,1
G0518,Seneca Lake Guardian,NY,1,1,Seneca Lake Guardian,,0,,1
G0519,Tucker County WV Data and Power,WV,1,1,Tucker County WV Data and Power,,0,,1
G0520,Driftless Area Data Center Opposition,WI,1,1,Driftless Area Data Center Opposition,,0,,1
G0521,Hood County residents,TX,1,1,Hood County residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0522,Public Citizen,TX,1,1,Public Citizen,degenerate_rate,1,n_incidents=1 below floor 5,0
G0523,Clean Virginia,VA,1,1,Clean Virginia,,0,,1
G0524,Bernalillo County residents,NM,1,1,Bernalillo County residents,placeholder,1,"descriptive label, not a named organization",0
G0525,Data Center Coalition,WA,1,1,Data Center Coalition,,0,,1
G0526,Haynes Station Concerned Residents Committee,GA,1,1,Haynes Station Concerned Residents Committee,,0,,1
G0527,West Augusta 6,GA,1,1,West Augusta 6,,0,,1
G0528,Power Wisconsin Forward,WI,1,1,Power Wisconsin Forward,,0,,1
G0529,NAACP (national and Wisconsin State Conference),WI,1,1,NAACP (national and Wisconsin State Conference),,0,,1
G0530,Sierra Club Wisconsin (Northstar Chapter),WI,1,1,Sierra Club Wisconsin (Northstar Chapter),,0,,1
G0531,Citizens Utility Board (CUB),WI,1,1,Citizens Utility Board (CUB),,0,,1
G0532,Wisconsin's Green Fire,WI,1,1,Wisconsin's Green Fire,,0,,1
G0533,Wisconsinites against Data Centers,WI,1,1,Wisconsinites against Data Centers,,0,,1
G0534,Slingshot (environmental health and justice organization),ME,1,1,Slingshot (environmental health and justice organization),degenerate_rate,1,n_incidents=1 below floor 5,0
G0535,GreenLatinos,CO,1,1,GreenLatinos,,0,,1
G0536,Western Colorado Alliance,CO,1,1,Western Colorado Alliance,,0,,1
G0537,One Voice Martindale Brightwood,IN,1,1,One Voice Martindale Brightwood,degenerate_rate,1,n_incidents=1 below floor 5,0
G0538,Indianapolis NAACP,IN,1,1,Indianapolis NAACP,degenerate_rate,1,n_incidents=1 below floor 5,0
G0539,Martindale-Brightwood residents,IN,1,1,Martindale-Brightwood residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0540,Protect Martindale-Brightwood,IN,1,1,Protect Martindale-Brightwood,degenerate_rate,1,n_incidents=1 below floor 5,0
G0541,"Walla Walla chapter, Democratic Socialists of America",WA,1,1,"Walla Walla chapter, Democratic Socialists of America",,0,,1
G0542,Walla Walla DSA,WA,1,1,Walla Walla DSA,,0,,1
G0543,North Carolina Environmental Justice Network (NCEJN),NC,1,1,North Carolina Environmental Justice Network (NCEJN),,0,,1
G0544,Hubbard Residents Against Data Centers,OH,1,1,Hubbard Residents Against Data Centers,,0,,1
G0545,Scioto County residents,OH,1,1,Scioto County residents,placeholder,1,"descriptive label, not a named organization",0
G0546,Ohio transparency advocates,OH,1,1,Ohio transparency advocates,placeholder,1,"descriptive label, not a named organization",0
G0547,Preserving Montgomery County,MO,1,1,Preserving Montgomery County,placeholder,1,"descriptive label, not a named organization",0
G0548,Save Our Springs Alliance,TX,1,1,Save Our Springs Alliance,,0,,1
G0549,San Marcos River Foundation,TX,1,1,San Marcos River Foundation,,0,,1
G0550,Sierra Club Georgia,GA,1,1,Sierra Club Georgia,,0,,1
G0551,Food and Water Watch,PA,1,1,Food and Water Watch,,0,,1
G0552,Friends of the Earth,PA,1,1,Friends of the Earth,,0,,1
G0553,Greenpeace,PA,1,1,Greenpeace,,0,,1
G0554,Pennsylvania Data Center Resistance,PA,1,1,Pennsylvania Data Center Resistance,,0,,1
G0555,Data Center Action Coalition,TX,1,1,Data Center Action Coalition,degenerate_rate,1,n_incidents=1 below floor 5,0
G0556,Columbiana residents,AL,1,1,Columbiana residents,placeholder,1,"descriptive label, not a named organization",0
G0557,Central Oregon LandWatch,OR,1,1,Central Oregon LandWatch,,0,,1
G0558,Oregon Agricultural Trust,OR,1,1,Oregon Agricultural Trust,,0,,1
G0559,"Stop Data Centers in Maumee, Monclova, Waterville & Whitehouse",OH,1,1,"Stop Data Centers in Maumee, Monclova, Waterville & Whitehouse",,0,,1
G0560,NAACP New Jersey Chapter,NJ,1,1,NAACP New Jersey Chapter,,0,,1
G0561,NJ B.U.R.N. (Build Up Resistance Now),NJ,1,1,NJ B.U.R.N. (Build Up Resistance Now),,0,,1
G0562,New Brunswick NAACP,NJ,1,1,New Brunswick NAACP,,0,,1
G0563,NJ Build Up Resistance Now (NJ B.U.R.N.),NJ,1,1,NJ Build Up Resistance Now (NJ B.U.R.N.),,0,,1
G0564,Iowa State Association of Counties (supportive),IA,1,1,Iowa State Association of Counties (supportive),degenerate_rate,1,n_incidents=1 below floor 5,0
G0565,Iowa State Association of Counties,IA,1,1,Iowa State Association of Counties,degenerate_rate,1,n_incidents=1 below floor 5,0
G0566,We Are Mercer County,KY,1,1,We Are Mercer County,degenerate_rate,1,n_incidents=1 below floor 5,0
G0567,Stop Data Centers in Aurora IL,IL,1,1,Stop Data Centers in Aurora IL,,0,,1
G0568,GreenLatinos Illinois,IL,1,1,GreenLatinos Illinois,,0,,1
G0569,Illinois Environmental Council,IL,1,1,Illinois Environmental Council,,0,,1
G0570,Dryden Climate Action Committee,NY,1,1,Dryden Climate Action Committee,,0,,1
G0571,Two Creeks residents,WI,1,1,Two Creeks residents,placeholder,1,"descriptive label, not a named organization",0
G0572,Two Rivers residents,WI,1,1,Two Rivers residents,placeholder,1,"descriptive label, not a named organization",0
G0573,Mishicot residents,WI,1,1,Mishicot residents,placeholder,1,"descriptive label, not a named organization",0
G0574,Manitowoc County farmers,WI,1,1,Manitowoc County farmers,placeholder,1,"descriptive label, not a named organization",0
G0575,230+ environmental groups coalition,DC,1,1,230+ environmental groups coalition,placeholder,1,"descriptive label, not a named organization",0
G0576,Prevent North Coventry Data Center,PA,1,1,Prevent North Coventry Data Center,,0,,1
G0577,St. Lucie County residents,FL,1,1,St. Lucie County residents,placeholder,1,"descriptive label, not a named organization",0
G0578,Lincoln County residents (Commissioner Joel Arends supporters),SD,1,1,Lincoln County residents (Commissioner Joel Arends supporters),placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0579,Sunbury Residents Against Data Centers,OH,1,1,Sunbury Residents Against Data Centers,,0,,1
G0580,Just Transition Northwest Indiana,IN,1,1,Just Transition Northwest Indiana,,0,,1
G0581,Mooringsport officials,LA,1,1,Mooringsport officials,,0,,1
G0582,Acadia Center,MA,1,1,Acadia Center,,0,,1
G0583,Protect Hilliard,OH,1,1,Protect Hilliard,,0,,1
G0584,Pacific Root Coalition,MO,1,1,Pacific Root Coalition,,0,,1
G0585,Pacific ROOT Coalition (Pacific Residents Organizing for Our Tomorrow Coalition),MO,1,1,Pacific ROOT Coalition (Pacific Residents Organizing for Our Tomorrow Coalition),,0,,1
G0586,Phillipsburg Town Council Anti-Data Center Coalition,NJ,1,1,Phillipsburg Town Council Anti-Data Center Coalition,,0,,1
G0587,Mooringsport village officials,LA,1,1,Mooringsport village officials,,0,,1
G0588,Stop Data Center in Muscogee County,GA,1,1,Stop Data Center in Muscogee County,,0,,1
G0589,Clean Energy Columbus,GA,1,1,Clean Energy Columbus,,0,,1
G0590,Fort Meade residents,FL,1,1,Fort Meade residents,placeholder,1,"descriptive label, not a named organization",0
G0591,Polk County environmental advocates,FL,1,1,Polk County environmental advocates,placeholder,1,"descriptive label, not a named organization",0
G0592,Thrive Kings Mountain,NC,1,1,Thrive Kings Mountain,,0,,1
G0593,Berkeley County Democratic Executive Committee,WV,1,1,Berkeley County Democratic Executive Committee,,0,,1
G0594,Spring Hill residents,KS,1,1,Spring Hill residents,placeholder,1,"descriptive label, not a named organization",0
G0595,Missouri Future Caucus,MO,1,1,Missouri Future Caucus,degenerate_rate,1,n_incidents=1 below floor 5,0
G0596,No False Climate Solutions PA,PA,1,1,No False Climate Solutions PA,,0,,1
G0597,Food & Water Watch (Eastern PA chapter),PA,1,1,Food & Water Watch (Eastern PA chapter),,0,,1
G0598,Brookings City Council members (tax rebate opposition),SD,1,1,Brookings City Council members (tax rebate opposition),,0,,1
G0599,Indivisible Hall,GA,1,1,Indivisible Hall,,0,,1
G0600,Spartanburg County residents,SC,1,1,Spartanburg County residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0601,Sierra Club Upstate,SC,1,1,Sierra Club Upstate,degenerate_rate,1,n_incidents=1 below floor 5,0
G0602,Weld County residents,CO,1,1,Weld County residents,placeholder,1,"descriptive label, not a named organization",0
G0603,Colorado Fiscal Institute,CO,1,1,Colorado Fiscal Institute,,0,,1
G0604,Natural Resources Defense Council,CO,1,1,Natural Resources Defense Council,,0,,1
G0605,Idlebriar neighborhood residents,MS,1,1,Idlebriar neighborhood residents,placeholder,1,"descriptive label, not a named organization",0
G0606,Idlebriar Neighborhood Association,MS,1,1,Idlebriar Neighborhood Association,,0,,1
G0607,Iowa Sierra Club,IA,1,1,Iowa Sierra Club,,0,,1
G0608,Environment Georgia,GA,1,1,Environment Georgia,,0,,1
G0609,Stop the Data Center @ Barnsley,GA,1,1,Stop the Data Center @ Barnsley,,0,,1
G0610,Protect Cumberland County PA,PA,1,1,Protect Cumberland County PA,,0,,1
G0611,South Florida Wildlands Association,FL,1,1,South Florida Wildlands Association,,0,,1
G0612,Save Our Community (Hollenback Township),PA,1,1,Save Our Community (Hollenback Township),,0,,1
G0613,Coalition for Community Centered Data Centers in Southern Maryland,MD,1,1,Coalition for Community Centered Data Centers in Southern Maryland,,0,,1
G0614,Strong Towns Charles County,MD,1,1,Strong Towns Charles County,,0,,1
G0615,NO DATA CENTER in Lyon Township,MI,1,1,NO DATA CENTER in Lyon Township,degenerate_rate,1,n_incidents=1 below floor 5,0
G0616,Tobyhanna Township Residents Against Caughbaugh Road Data Center,PA,1,1,Tobyhanna Township Residents Against Caughbaugh Road Data Center,,0,,1
G0617,Shreveport-Bossier Anti-War Committee,LA,1,1,Shreveport-Bossier Anti-War Committee,,0,,1
G0618,Delta County residents,MI,1,1,Delta County residents,placeholder,1,"descriptive label, not a named organization",0
G0619,Mercer County residents,ND,1,1,Mercer County residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0620,Informed St. Mary's,MD,1,1,Informed St. Mary's,degenerate_rate,1,n_incidents=1 below floor 5,0
G0621,"No Data Centers In Urbana, OH",OH,1,1,"No Data Centers In Urbana, OH",,0,,1
G0622,Linn County residents,IA,1,1,Linn County residents,placeholder,1,"descriptive label, not a named organization",0
G0623,McDuffie County residents,GA,1,1,McDuffie County residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0624,Winyah Rivers Alliance,SC,1,1,Winyah Rivers Alliance,,0,,1
G0625,Marion County Concerned Citizens,SC,1,1,Marion County Concerned Citizens,,0,,1
G0626,West Louisville residents,KY,1,1,West Louisville residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0627,Prairie Rivers Network,IL,1,1,Prairie Rivers Network,degenerate_rate,1,n_incidents=1 below floor 5,0
G0628,"Save Our Farmlands, No Power Plant No Data Center",VA,1,1,"Save Our Farmlands, No Power Plant No Data Center",,0,,1
G0629,Louisa County residents (Don't Loudoun my Louisa),VA,1,1,Louisa County residents (Don't Loudoun my Louisa),placeholder,1,"descriptive label, not a named organization",0
G0630,Louisa County residents,VA,1,1,Louisa County residents,placeholder,1,"descriptive label, not a named organization",0
G0631,Spotsylvania County residents,VA,1,1,Spotsylvania County residents,placeholder,1,"descriptive label, not a named organization",0
G0632,Protect Catlett,VA,1,1,Protect Catlett,degenerate_rate,1,n_incidents=1 below floor 5,0
G0633,Frederick County residents,VA,1,1,Frederick County residents,placeholder,1,"descriptive label, not a named organization",0
G0634,Friends of the Meherrin River,VA,1,1,Friends of the Meherrin River,,0,,1
G0635,Chesapeake Climate Action Network (CCAN),VA,1,1,Chesapeake Climate Action Network (CCAN),degenerate_rate,1,n_incidents=1 below floor 5,0
G0636,Lake Whitney area residents,TX,1,1,Lake Whitney area residents,placeholder,1,"descriptive label, not a named organization",0
G0637,Citizens Concerned About Wolf Hollow,TX,1,1,Citizens Concerned About Wolf Hollow,,0,,1
G0638,Mitchell Bend residents,TX,1,1,Mitchell Bend residents,placeholder,1,"descriptive label, not a named organization",0
G0639,Concerned Citizens of Navarro County,TX,1,1,Concerned Citizens of Navarro County,degenerate_rate,1,n_incidents=1 below floor 5,0
G0640,Texas Coalition Against Cryptomining,TX,1,1,Texas Coalition Against Cryptomining,degenerate_rate,1,n_incidents=1 below floor 5,0
G0641,Navarro County residents,TX,1,1,Navarro County residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0642,Scioto Township residents (ad hoc),OH,1,1,Scioto Township residents (ad hoc),placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0643,Buckeye Environmental Network,OH,1,1,Buckeye Environmental Network,,0,,1
G0644,Dexter Township Residents,MI,1,1,Dexter Township Residents,degenerate_rate,1,n_incidents=1 below floor 5,0
G0645,Sunrise Spartans (MSU),MI,1,1,Sunrise Spartans (MSU),degenerate_rate,1,n_incidents=1 below floor 5,0
G0646,Lancaster Residents Against Data Centers,PA,1,1,Lancaster Residents Against Data Centers,degenerate_rate,1,n_incidents=1 below floor 5,0
G0647,Save Frackville,PA,1,1,Save Frackville,,0,,1
G0648,East Manchester Township Residents Against Data Centers,PA,1,1,East Manchester Township Residents Against Data Centers,,0,,1
G0649,Twin Rivers Community Residents,NJ,1,1,Twin Rivers Community Residents,,0,,1
G0650,CCAN Action Fund,MD,1,1,CCAN Action Fund,degenerate_rate,1,n_incidents=1 below floor 5,0
G0651,High Falls Towaliga Watershed Alliance,GA,1,1,High Falls Towaliga Watershed Alliance,degenerate_rate,1,n_incidents=1 below floor 5,0
G0652,Stop the Data Center in Bartow County,GA,1,1,Stop the Data Center in Bartow County,,0,,1
G0653,Center for Economic Accountability,MS,1,1,Center for Economic Accountability,degenerate_rate,1,n_incidents=1 below floor 5,0
G0654,Sulphur Springs residents,TX,1,1,Sulphur Springs residents,placeholder,1,"descriptive label, not a named organization",0
G0655,Vistra / Luminant,TX,1,1,Vistra / Luminant,,0,,1
G0656,Lubbock Compact,TX,1,1,Lubbock Compact,degenerate_rate,1,n_incidents=1 below floor 5,0
G0657,Protect Wilson County Water,TX,1,1,Protect Wilson County Water,,0,,1
G0658,Stockdale area residents,TX,1,1,Stockdale area residents,placeholder,1,"descriptive label, not a named organization",0
G0659,Cedar Creek area residents,TX,1,1,Cedar Creek area residents,placeholder,1,"descriptive label, not a named organization",0
G0660,Gaines Township residents (ad hoc),MI,1,1,Gaines Township residents (ad hoc),placeholder,1,"descriptive label, not a named organization",0
G0661,Avocado Heights/Industry Hills Community Alliance,CA,1,1,Avocado Heights/Industry Hills Community Alliance,degenerate_rate,1,n_incidents=1 below floor 5,0
G0662,El Monte Neighbors United,CA,1,1,El Monte Neighbors United,degenerate_rate,1,n_incidents=1 below floor 5,0
G0663,Imperial Valley Environmental Justice Coalition,CA,1,1,Imperial Valley Environmental Justice Coalition,,0,,1
G0664,Morrow County Water Guardians,OR,1,1,Morrow County Water Guardians,,0,,1
G0665,Harlingen residents,TX,1,1,Harlingen residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0666,Twin Rivers Community (ad hoc),NJ,1,1,Twin Rivers Community (ad hoc),,0,,1
G0667,Seneca County Board of Supervisors,NY,1,1,Seneca County Board of Supervisors,,0,,1
G0668,CLEAN (Cayuga Lake Environmental Action Now),NY,1,1,CLEAN (Cayuga Lake Environmental Action Now),,0,,1
G0669,Tompkins County Legislature,NY,1,1,Tompkins County Legislature,,0,,1
G0670,Route 33 corridor residents,VA,1,1,Route 33 corridor residents,placeholder,1,"descriptive label, not a named organization",0
G0671,Sanford Residents Concerned About Data Centers,ME,1,1,Sanford Residents Concerned About Data Centers,,0,,1
G0672,Altamaha Riverkeeper,GA,1,1,Altamaha Riverkeeper,,0,,1
G0673,Georgians for Integrity,GA,1,1,Georgians for Integrity,,0,,1
G0674,Stockton Area Residents Against Solar,AL,1,1,Stockton Area Residents Against Solar,,0,,1
G0675,Benton Area Residents Concerned About Data Centers,LA,1,1,Benton Area Residents Concerned About Data Centers,degenerate_rate,1,n_incidents=1 below floor 5,0
G0676,Stop the Monticello Data Centers MN,MN,1,1,Stop the Monticello Data Centers MN,,0,,1
G0677,Clover Ridge Neighborhood Residents,MN,1,1,Clover Ridge Neighborhood Residents,degenerate_rate,1,n_incidents=1 below floor 5,0
G0678,Warrenton Residents Against Data Centers,MO,1,1,Warrenton Residents Against Data Centers,degenerate_rate,1,n_incidents=1 below floor 5,0
G0679,Say NO to Data Centers in Troy IL,IL,1,1,Say NO to Data Centers in Troy IL,degenerate_rate,1,n_incidents=1 below floor 5,0
G0680,Prairie District Neighborhood Alliance,IL,1,1,Prairie District Neighborhood Alliance,,0,,1
G0681,Residents for Responsible Growth,IL,1,1,Residents for Responsible Growth,,0,,1
G0682,Oklahoma ratepayer advocates,OK,1,1,Oklahoma ratepayer advocates,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0683,Susitna River Coalition,AK,1,1,Susitna River Coalition,,0,,1
G0684,New Market Village HOA,VA,1,1,New Market Village HOA,,0,,1
G0685,West Virginia Environmental Council,WV,1,1,West Virginia Environmental Council,degenerate_rate,1,n_incidents=1 below floor 5,0
G0686,West Virginia Center on Budget & Policy,WV,1,1,West Virginia Center on Budget & Policy,degenerate_rate,1,n_incidents=1 below floor 5,0
G0687,Elyria-Swansea community residents,CO,1,1,Elyria-Swansea community residents,placeholder,1,"descriptive label, not a named organization",0
G0688,GES Coalition,CO,1,1,GES Coalition,,0,,1
G0689,Tucson Clean Energy Coalition,AZ,1,1,Tucson Clean Energy Coalition,,0,,1
G0690,RAZE (Rural Arizona Engagement),AZ,1,1,RAZE (Rural Arizona Engagement),degenerate_rate,1,n_incidents=1 below floor 5,0
G0691,Defending Utah,UT,1,1,Defending Utah,degenerate_rate,1,n_incidents=1 below floor 5,0
G0692,Hill County Concerned Citizens,TX,1,1,Hill County Concerned Citizens,,0,,1
G0693,Falls Township Residents Against Data Centers,PA,1,1,Falls Township Residents Against Data Centers,degenerate_rate,1,n_incidents=1 below floor 5,0
G0694,White Clay Creek Conservation Alliance,DE,1,1,White Clay Creek Conservation Alliance,,0,,1
G0695,Thomas County residents,GA,1,1,Thomas County residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0696,Suwannee Riverkeeper,GA,1,1,Suwannee Riverkeeper,degenerate_rate,1,n_incidents=1 below floor 5,0
G0697,Roundyard Neighborhood Residents,MS,1,1,Roundyard Neighborhood Residents,degenerate_rate,1,n_incidents=1 below floor 5,0
G0698,Ahwatukee Foothills Residents Against Data Centers,AZ,1,1,Ahwatukee Foothills Residents Against Data Centers,,0,,1
G0699,Buckeye Residents Against Data Centers (ad hoc),AZ,1,1,Buckeye Residents Against Data Centers (ad hoc),,0,,1
G0700,Santaquin Community (ad hoc),UT,1,1,Santaquin Community (ad hoc),,0,,1
G0701,Indivisible: Downriver United 734,MI,1,1,Indivisible: Downriver United 734,degenerate_rate,1,n_incidents=1 below floor 5,0
G0702,Essex Coalition,IL,1,1,Essex Coalition,,0,,1
G0703,Sierra Club Illinois (Heart of Illinois Group),IL,1,1,Sierra Club Illinois (Heart of Illinois Group),,0,,1
G0704,Keep Leesburg Rural,IN,1,1,Keep Leesburg Rural,,0,,1
G0705,Washington Township trustees (moratorium),OH,1,1,Washington Township trustees (moratorium),degenerate_rate,1,n_incidents=1 below floor 5,0
G0706,St. Albans Township Residents,OH,1,1,St. Albans Township Residents,,0,,1
G0707,Stanton Springs Data Center (opposition Facebook page),GA,1,1,Stanton Springs Data Center (opposition Facebook page),degenerate_rate,1,n_incidents=1 below floor 5,0
G0708,Confederated Tribes of Warm Springs,OR,1,1,Confederated Tribes of Warm Springs,,0,,1
G0709,No Beloit Data Center,WI,1,1,No Beloit Data Center,,0,,1
G0710,Brazoria County residents,TX,1,1,Brazoria County residents,placeholder,1,"descriptive label, not a named organization",0
G0711,Fredericksburg residents (Great Oaks Lane neighborhood),VA,1,1,Fredericksburg residents (Great Oaks Lane neighborhood),placeholder,1,"descriptive label, not a named organization",0
G0712,Coalition for the Protection of Pittsylvania County,VA,1,1,Coalition for the Protection of Pittsylvania County,degenerate_rate,1,n_incidents=1 below floor 5,0
G0713,Stop MARL Virginia / Stop Valley Link Virginia,VA,1,1,Stop MARL Virginia / Stop Valley Link Virginia,,0,,1
G0714,Fluvanna County residents,VA,1,1,Fluvanna County residents,placeholder,1,"descriptive label, not a named organization",0
G0715,Louisa County Board of Supervisors,VA,1,1,Louisa County Board of Supervisors,,0,,1
G0716,Orange County residents,VA,1,1,Orange County residents,placeholder,1,"descriptive label, not a named organization",0
G0717,Fauquier County Board of Supervisors,VA,1,1,Fauquier County Board of Supervisors,,0,,1
G0718,Appomattox County residents,VA,1,1,Appomattox County residents,placeholder,1,"descriptive label, not a named organization",0
G0719,Friends of Chesterfield,VA,1,1,Friends of Chesterfield,,0,,1
G0720,Chesterfield NAACP,VA,1,1,Chesterfield NAACP,,0,,1
G0721,Mothers Out Front,VA,1,1,Mothers Out Front,,0,,1
G0722,Loudoun Valley Estates residents,VA,1,1,Loudoun Valley Estates residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0723,Loudoun County School Board,VA,1,1,Loudoun County School Board,degenerate_rate,1,n_incidents=1 below floor 5,0
G0724,Provo East District residents (ad hoc),UT,1,1,Provo East District residents (ad hoc),placeholder,1,"descriptive label, not a named organization",0
G0725,Provo East District residents,UT,1,1,Provo East District residents,placeholder,1,"descriptive label, not a named organization",0
G0726,Sarpy County Board of Commissioners,NE,1,1,Sarpy County Board of Commissioners,,0,,1
G0727,Physicians for Social Responsibility Pennsylvania,PA,1,1,Physicians for Social Responsibility Pennsylvania,,0,,1
G0728,Londonderry Township Residents (ad hoc),PA,1,1,Londonderry Township Residents (ad hoc),,0,,1
G0729,Good Trouble Monroe,MI,1,1,Good Trouble Monroe,,0,,1
G0730,Southfield Community for Growth Coalition,MI,1,1,Southfield Community for Growth Coalition,degenerate_rate,1,n_incidents=1 below floor 5,0
G0731,Coal City residents (ad hoc),IL,1,1,Coal City residents (ad hoc),placeholder,1,"descriptive label, not a named organization",0
G0732,Minooka residents (ad hoc),IL,1,1,Minooka residents (ad hoc),placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0733,Data Center Watch,US,1,1,Data Center Watch,,0,,1
G0734,Move the Gas Plant,TX,1,1,Move the Gas Plant,,0,,1
G0735,Hill Country Preservation Coalition,TX,1,1,Hill Country Preservation Coalition,,0,,1
G0736,New Kent County residents (ad hoc),VA,1,1,New Kent County residents (ad hoc),placeholder,1,"descriptive label, not a named organization",0
