rank_score,row_key,verification_status,outlet,headline,suggested_mechanism,suggested_county,suggested_state,location_confidence,existing_coverage,resolved_url,resolved_domain,resolve_status,promote_ready,redirect_url
0.5,cd1e4f8b9a,incomplete,,COMMENTARY : From  all in  to tap the brakes : Josh Shapiro redefines Pennsylvania tech boom,,,PA,state_only,none_found,,,not_attempted,no,https://www.newstribune.com/news/2026/aug/27/commentary-from-all-in-to-tap-the-brakes-josh/
0.5,cd1e4f8b9a,incomplete,,COMMENTARY : From  all in  to tap the brakes : Josh Shapiro redefines Pennsylvania tech boom,,,PA,state_only,none_found,,,not_attempted,no,https://www.newstribune.com/news/2026/aug/27/commentary-from-all-in-to-tap-the-brakes-josh/
0.5,cd1e4f8b9a,incomplete,,COMMENTARY : From  all in  to tap the brakes : Josh Shapiro redefines Pennsylvania tech boom,,,PA,state_only,none_found,,,not_attempted,no,https://www.newstribune.com/news/2026/aug/27/commentary-from-all-in-to-tap-the-brakes-josh/
0.5,cd1e4f8b9a,incomplete,,COMMENTARY : From  all in  to tap the brakes : Josh Shapiro redefines Pennsylvania tech boom,,,PA,state_only,none_found,,,not_attempted,no,https://www.newstribune.com/news/2026/aug/27/commentary-from-all-in-to-tap-the-brakes-josh/
0.5,6f5debdef9,incomplete,,COMMENTARY : Net Zero is dead and gone | Jefferson City News Tribune,,Jefferson,,low,none_found,,,not_attempted,no,https://www.newstribune.com/news/2026/aug/21/commentary-net-zero-is-dead-and-gone/
0.5,6f5debdef9,incomplete,,COMMENTARY : Net Zero is dead and gone | Jefferson City News Tribune,,Jefferson,,low,none_found,,,not_attempted,no,https://www.newstribune.com/news/2026/aug/21/commentary-net-zero-is-dead-and-gone/
0.5,75d81c3525,incomplete,,Caddo Parish to consider temporary freeze on tax breaks for data centers,,Caddo,,low,none_found,,,not_attempted,no,https://thehayride.com/2026/08/caddo-parish-to-consider-temporary-freeze-on-tax-breaks-for-data-centers/
0.5,1887263b79,incomplete,,California investing $95M for more EV and hydrogen fueling stations,,,CA,state_only,none_found,,,not_attempted,no,https://www.sandiegouniontribune.com/2026/08/18/california-investing-95m-for-more-ev-and-hydrogen-fueling-stations/
0.5,9c624000b8,incomplete,,Call It What It Is : Texas Didnt Order an Audit . It Ordered a Pause .,,Texas,,low,none_found,,,not_attempted,no,https://wattsupwiththat.com/2026/08/14/call-it-what-it-is-texas-didnt-order-an-audit-it-ordered-a-pause/
0.5,04d3acfe6b,incomplete,,Camden County residents press commission over concerns tied to Gathering of the Juggalos,,Camden,,low,none_found,,,not_attempted,no,"http://www.lakenewsonline.com/stories/camden-county-residents-press-commission-over-concerns-tied-to-gathering-of-the-juggalos,231019"
0.5,04d3acfe6b,incomplete,,Camden County residents press commission over concerns tied to Gathering of the Juggalos,,Camden,,low,none_found,,,not_attempted,no,"http://www.lakenewsonline.com/stories/camden-county-residents-press-commission-over-concerns-tied-to-gathering-of-the-juggalos,231019"
0.5,04d3acfe6b,incomplete,,Camden County residents press commission over concerns tied to Gathering of the Juggalos,,Camden,,low,none_found,,,not_attempted,no,"http://www.lakenewsonline.com/stories/camden-county-residents-press-commission-over-concerns-tied-to-gathering-of-the-juggalos,231019"
0.5,04d3acfe6b,incomplete,,Camden County residents press commission over concerns tied to Gathering of the Juggalos,,Camden,,low,none_found,,,not_attempted,no,"http://www.lakenewsonline.com/stories/camden-county-residents-press-commission-over-concerns-tied-to-gathering-of-the-juggalos,231019"
0.5,04d3acfe6b,incomplete,,Camden County residents press commission over concerns tied to Gathering of the Juggalos,,Camden,,low,none_found,,,not_attempted,no,"http://www.lakenewsonline.com/stories/camden-county-residents-press-commission-over-concerns-tied-to-gathering-of-the-juggalos,231019"
0.5,04d3acfe6b,incomplete,,Camden County residents press commission over concerns tied to Gathering of the Juggalos,,Camden,,low,none_found,,,not_attempted,no,"http://www.lakenewsonline.com/stories/camden-county-residents-press-commission-over-concerns-tied-to-gathering-of-the-juggalos,231019"
0.5,04d3acfe6b,incomplete,,Camden County residents press commission over concerns tied to Gathering of the Juggalos,,Camden,,low,none_found,,,not_attempted,no,"http://www.lakenewsonline.com/stories/camden-county-residents-press-commission-over-concerns-tied-to-gathering-of-the-juggalos,231019"
0.5,04d3acfe6b,incomplete,,Camden County residents press commission over concerns tied to Gathering of the Juggalos,,Camden,,low,none_found,,,not_attempted,no,"http://www.lakenewsonline.com/stories/camden-county-residents-press-commission-over-concerns-tied-to-gathering-of-the-juggalos,231019"
0.5,04d3acfe6b,incomplete,,Camden County residents press commission over concerns tied to Gathering of the Juggalos,,Camden,,low,none_found,,,not_attempted,no,"http://www.lakenewsonline.com/stories/camden-county-residents-press-commission-over-concerns-tied-to-gathering-of-the-juggalos,231019"
0.5,04d3acfe6b,incomplete,,Camden County residents press commission over concerns tied to Gathering of the Juggalos,,Camden,,low,none_found,,,not_attempted,no,"http://www.lakenewsonline.com/stories/camden-county-residents-press-commission-over-concerns-tied-to-gathering-of-the-juggalos,231019"
0.5,a292ac8e95,incomplete,,CenterPoint Energy announces $5 billion savings initiative for Texas electric customers,,Texas,,low,none_found,,,not_attempted,no,https://www.click2houston.com/news/local/2026/08/11/centerpoint-energy-announces-dollar5-billion-savings-initiative-for-texas-electric-customers/
0.5,80d9ca985c,incomplete,,Chicago Mayor Brandon Johnson signs data center order,,Johnson,,low,none_found,,,not_attempted,no,https://www.chicagotribune.com/2026/08/11/chicago-data-center-order/
0.5,6c30c2d5f1,incomplete,,"City of Charlotte data center task force members call for transparency , help from city leaders",,Charlotte,,low,none_found,,,not_attempted,no,https://www.wbtv.com/2026/08/29/city-charlotte-data-center-task-force-members-calling-transparency-help-city-leaders/
0.5,6c30c2d5f1,incomplete,,"City of Charlotte data center task force members call for transparency , help from city leaders",,Charlotte,,low,none_found,,,not_attempted,no,https://www.wbtv.com/2026/08/29/city-charlotte-data-center-task-force-members-calling-transparency-help-city-leaders/
0.5,6c30c2d5f1,incomplete,,"City of Charlotte data center task force members call for transparency , help from city leaders",,Charlotte,,low,none_found,,,not_attempted,no,https://www.wbtv.com/2026/08/29/city-charlotte-data-center-task-force-members-calling-transparency-help-city-leaders/
0.5,6c30c2d5f1,incomplete,,"City of Charlotte data center task force members call for transparency , help from city leaders",,Charlotte,,low,none_found,,,not_attempted,no,https://www.wbtv.com/2026/08/29/city-charlotte-data-center-task-force-members-calling-transparency-help-city-leaders/
0.5,6c30c2d5f1,incomplete,,"City of Charlotte data center task force members call for transparency , help from city leaders",,Charlotte,,low,none_found,,,not_attempted,no,https://www.wbtv.com/2026/08/29/city-charlotte-data-center-task-force-members-calling-transparency-help-city-leaders/
0.5,b2760c14df,incomplete,,City of Craig reveals prior contact with Toto Labs withdraws letter of support,,Craig,,low,none_found,,,not_attempted,no,https://www.craigdailypress.com/news/city-of-craig-reveals-prior-contact-with-toto-labs-withdraws-letter-of-support/
0.5,b2ecd7f882,incomplete,,"Columbia County , Development Authority finalizing deal with Google for property tax relief",,Columbia,,low,none_found,,,not_attempted,no,https://www.wrdw.com/2026/08/28/columbia-county-development-authority-finalizing-deal-with-google-property-tax-relief/
0.5,b2ecd7f882,incomplete,,"Columbia County , Development Authority finalizing deal with Google for property tax relief",,Columbia,,low,none_found,,,not_attempted,no,https://www.wrdw.com/2026/08/28/columbia-county-development-authority-finalizing-deal-with-google-property-tax-relief/
0.5,b2ecd7f882,incomplete,,"Columbia County , Development Authority finalizing deal with Google for property tax relief",,Columbia,,low,none_found,,,not_attempted,no,https://www.wrdw.com/2026/08/28/columbia-county-development-authority-finalizing-deal-with-google-property-tax-relief/
0.5,b2ecd7f882,incomplete,,"Columbia County , Development Authority finalizing deal with Google for property tax relief",,Columbia,,low,none_found,,,not_attempted,no,https://www.wrdw.com/2026/08/28/columbia-county-development-authority-finalizing-deal-with-google-property-tax-relief/
0.5,b2ecd7f882,incomplete,,"Columbia County , Development Authority finalizing deal with Google for property tax relief",,Columbia,,low,none_found,,,not_attempted,no,https://www.wrdw.com/2026/08/28/columbia-county-development-authority-finalizing-deal-with-google-property-tax-relief/
0.5,b2ecd7f882,incomplete,,"Columbia County , Development Authority finalizing deal with Google for property tax relief",,Columbia,,low,none_found,,,not_attempted,no,https://www.wrdw.com/2026/08/28/columbia-county-development-authority-finalizing-deal-with-google-property-tax-relief/
0.5,cf3bbade9c,incomplete,,Columbia County advances $17 billion data center deal,,Columbia,,low,none_found,,,not_attempted,no,https://www.wrdw.com/2026/08/26/columbia-county-advances-17-billion-data-center-deal/
0.5,cf3bbade9c,incomplete,,Columbia County advances $17 billion data center deal,,Columbia,,low,none_found,,,not_attempted,no,https://www.wrdw.com/2026/08/26/columbia-county-advances-17-billion-data-center-deal/
0.5,cf3bbade9c,incomplete,,Columbia County advances $17 billion data center deal,,Columbia,,low,none_found,,,not_attempted,no,https://www.wrdw.com/2026/08/26/columbia-county-advances-17-billion-data-center-deal/
0.5,cf3bbade9c,incomplete,,Columbia County advances $17 billion data center deal,,Columbia,,low,none_found,,,not_attempted,no,https://www.wrdw.com/2026/08/26/columbia-county-advances-17-billion-data-center-deal/
0.5,cf3bbade9c,incomplete,,Columbia County advances $17 billion data center deal,,Columbia,,low,none_found,,,not_attempted,no,https://www.wrdw.com/2026/08/26/columbia-county-advances-17-billion-data-center-deal/
0.5,cf3bbade9c,incomplete,,Columbia County advances $17 billion data center deal,,Columbia,,low,none_found,,,not_attempted,no,https://www.wrdw.com/2026/08/26/columbia-county-advances-17-billion-data-center-deal/
0.5,cf3bbade9c,incomplete,,Columbia County advances $17 billion data center deal,,Columbia,,low,none_found,,,not_attempted,no,https://www.wrdw.com/2026/08/26/columbia-county-advances-17-billion-data-center-deal/
0.5,cf3bbade9c,incomplete,,Columbia County advances $17 billion data center deal,,Columbia,,low,none_found,,,not_attempted,no,https://www.wrdw.com/2026/08/26/columbia-county-advances-17-billion-data-center-deal/
0.5,da35b3ceac,incomplete,,Column : Portal empowers Virginia to shape its energy future,,,VA,state_only,none_found,,,not_attempted,no,https://www.pilotonline.com/2026/08/19/column-portal-empowers-virginia-to-shape-its-energy-future/
0.5,806ac8e580,incomplete,,Column : Virginia undecided on who gets water from refilled aquifer,,,VA,state_only,none_found,,,not_attempted,no,https://www.dailypress.com/2026/08/11/column-virginia-undecided-on-who-gets-water-from-refilled-aquifer/
0.5,07d723a58c,incomplete,,Credible  threats over data center dispute made against Marshall City Council,,Marshall,,low,none_found,,,not_attempted,no,https://wwmt.com/news/local/marshall-threat-council-city-data-center-dispute-moratorium-project-proposal-leaders-mayor-police-department-wwmt
0.5,dbda039a18,incomplete,,"Dallas joins Fort Worth , Austin in pursuing data center stop",,Dallas,,low,none_found,,,not_attempted,no,https://www.dallasobserver.com/news/dallas-data-center-regulations-40704291/
0.5,4f6b7be5d2,incomplete,,"Data Centers Banned In East Brunswick , Environmental Group Applauds Move",,Brunswick,,low,none_found,,,not_attempted,no,https://patch.com/new-jersey/eastbrunswick/data-centers-banned-east-brunswick-environmental-group-applauds-move
0.5,4f6b7be5d2,incomplete,,"Data Centers Banned In East Brunswick , Environmental Group Applauds Move",,Brunswick,,low,none_found,,,not_attempted,no,https://patch.com/new-jersey/eastbrunswick/data-centers-banned-east-brunswick-environmental-group-applauds-move
0.5,4f6b7be5d2,incomplete,,"Data Centers Banned In East Brunswick , Environmental Group Applauds Move",,Brunswick,,low,none_found,,,not_attempted,no,https://patch.com/new-jersey/eastbrunswick/data-centers-banned-east-brunswick-environmental-group-applauds-move
0.5,4f6b7be5d2,incomplete,,"Data Centers Banned In East Brunswick , Environmental Group Applauds Move",,Brunswick,,low,none_found,,,not_attempted,no,https://patch.com/new-jersey/eastbrunswick/data-centers-banned-east-brunswick-environmental-group-applauds-move
0.5,4f6b7be5d2,incomplete,,"Data Centers Banned In East Brunswick , Environmental Group Applauds Move",,Brunswick,,low,none_found,,,not_attempted,no,https://patch.com/new-jersey/eastbrunswick/data-centers-banned-east-brunswick-environmental-group-applauds-move
0.5,4f6b7be5d2,incomplete,,"Data Centers Banned In East Brunswick , Environmental Group Applauds Move",,Brunswick,,low,none_found,,,not_attempted,no,https://patch.com/new-jersey/eastbrunswick/data-centers-banned-east-brunswick-environmental-group-applauds-move
0.5,4f6b7be5d2,incomplete,,"Data Centers Banned In East Brunswick , Environmental Group Applauds Move",,Brunswick,,low,none_found,,,not_attempted,no,https://patch.com/new-jersey/eastbrunswick/data-centers-banned-east-brunswick-environmental-group-applauds-move
0.5,4f6b7be5d2,incomplete,,"Data Centers Banned In East Brunswick , Environmental Group Applauds Move",,Brunswick,,low,none_found,,,not_attempted,no,https://patch.com/new-jersey/eastbrunswick/data-centers-banned-east-brunswick-environmental-group-applauds-move
0.5,4f6b7be5d2,incomplete,,"Data Centers Banned In East Brunswick , Environmental Group Applauds Move",,Brunswick,,low,none_found,,,not_attempted,no,https://patch.com/new-jersey/eastbrunswick/data-centers-banned-east-brunswick-environmental-group-applauds-move
0.5,ce67e0c228,incomplete,,Data Centers Have Enjoyed Huge Tax Breaks in North Dakota,,Dakota,,low,none_found,,,not_attempted,no,https://www.gowatertown.net/data-centers-have-enjoyed-huge-tax-breaks-in-north-dakota/
0.5,ce67e0c228,incomplete,,Data Centers Have Enjoyed Huge Tax Breaks in North Dakota,,Dakota,,low,none_found,,,not_attempted,no,https://www.gowatertown.net/data-centers-have-enjoyed-huge-tax-breaks-in-north-dakota/
0.5,ce67e0c228,incomplete,,Data Centers Have Enjoyed Huge Tax Breaks in North Dakota,,Dakota,,low,none_found,,,not_attempted,no,https://www.gowatertown.net/data-centers-have-enjoyed-huge-tax-breaks-in-north-dakota/
0.5,ce67e0c228,incomplete,,Data Centers Have Enjoyed Huge Tax Breaks in North Dakota,,Dakota,,low,none_found,,,not_attempted,no,https://www.gowatertown.net/data-centers-have-enjoyed-huge-tax-breaks-in-north-dakota/
0.5,ce67e0c228,incomplete,,Data Centers Have Enjoyed Huge Tax Breaks in North Dakota,,Dakota,,low,none_found,,,not_attempted,no,https://www.gowatertown.net/data-centers-have-enjoyed-huge-tax-breaks-in-north-dakota/
0.5,ce67e0c228,incomplete,,Data Centers Have Enjoyed Huge Tax Breaks in North Dakota,,Dakota,,low,none_found,,,not_attempted,no,https://www.gowatertown.net/data-centers-have-enjoyed-huge-tax-breaks-in-north-dakota/
0.5,876d40aadc,incomplete,,"Data center approvals in Texas halted until audits completed , Gov . Greg Abbott says",,Texas,,low,none_found,,,not_attempted,no,"http://www.hillcountrynews.com/stories/data-center-approvals-in-texas-halted-until-audits-completed-gov-greg-abbott-says,255967"
0.5,8d0aafda97,incomplete,,Data center hearing canceled ; Rally at Capitol takes its place | Jefferson City News Tribune,,Jefferson,,low,none_found,,,not_attempted,no,https://www.newstribune.com/news/2026/aug/11/data-center-hearing-canceled-rally-at-capitol/
0.5,bfbff7b3aa,incomplete,,DataNovaX data center approved for Airport Drive in Wichita Falls,,Wichita,,low,none_found,,,not_attempted,no,https://www.newschannel6now.com/2026/08/13/datanovax-data-center-approved-airport-drive-wichita-falls/
0.5,d2f343842b,incomplete,,"Davidson County residents react to Flock camera removal , data center developments continuing",,Davidson,,low,none_found,,,not_attempted,no,https://www.wxii12.com/article/davidson-county-flock-cameras-removed-data-centers/73525476
0.5,d2f343842b,incomplete,,"Davidson County residents react to Flock camera removal , data center developments continuing",,Davidson,,low,none_found,,,not_attempted,no,https://www.wxii12.com/article/davidson-county-flock-cameras-removed-data-centers/73525476
0.5,e5aa2edeec,incomplete,,Davis refutes claims county involved in annexation,,Davis,,low,none_found,,,not_attempted,no,https://www.clevelandbanner.com/news/davis-refutes-claims-county-involved-in-annexation/article_5c36762f-25c9-57be-a0af-3208cfd989cf.html
0.5,f2bf03e7c2,incomplete,,DeWine Celebrates Ohio Business Boom as Governor Candidates Debate Economic Future,,,OH,state_only,none_found,,,not_attempted,no,https://wowo.com/dewine-celebrates-ohio-business-boom-as-governor-candidates-debate-economic-future/
0.5,4aa17240b1,incomplete,,Death threats to Marshall city council members over data centers determined to be credible,,Marshall,,low,none_found,,,not_attempted,no,https://wtvbam.com/2026/08/14/970389/
0.5,a14093a740,incomplete,,Democrat Climate Activists Follow Their  Yoda  Willie Nelson Into War On Data Centers,,Nelson,,low,none_found,,,not_attempted,no,https://dailycaller.com/2026/08/14/democrat-climate-activists-yoda-willie-nelson-nebraska-data-centers/
0.5,41e6bffa41,incomplete,,Democratic candidates David Jolly and Gwen Graham discuss AI data center impacts during Panama City visit,,Graham,,low,none_found,,,not_attempted,no,https://www.wjhg.com/2026/08/28/democratic-candidates-david-jolly-gwen-graham-discuss-ai-data-center-impacts-during-panama-city-visit/
0.5,41e6bffa41,incomplete,,Democratic candidates David Jolly and Gwen Graham discuss AI data center impacts during Panama City visit,,Graham,,low,none_found,,,not_attempted,no,https://www.wjhg.com/2026/08/28/democratic-candidates-david-jolly-gwen-graham-discuss-ai-data-center-impacts-during-panama-city-visit/
0.5,41e6bffa41,incomplete,,Democratic candidates David Jolly and Gwen Graham discuss AI data center impacts during Panama City visit,,Graham,,low,none_found,,,not_attempted,no,https://www.wjhg.com/2026/08/28/democratic-candidates-david-jolly-gwen-graham-discuss-ai-data-center-impacts-during-panama-city-visit/
0.5,41e6bffa41,incomplete,,Democratic candidates David Jolly and Gwen Graham discuss AI data center impacts during Panama City visit,,Graham,,low,none_found,,,not_attempted,no,https://www.wjhg.com/2026/08/28/democratic-candidates-david-jolly-gwen-graham-discuss-ai-data-center-impacts-during-panama-city-visit/
0.5,41e6bffa41,incomplete,,Democratic candidates David Jolly and Gwen Graham discuss AI data center impacts during Panama City visit,,Graham,,low,none_found,,,not_attempted,no,https://www.wjhg.com/2026/08/28/democratic-candidates-david-jolly-gwen-graham-discuss-ai-data-center-impacts-during-panama-city-visit/
0.5,41e6bffa41,incomplete,,Democratic candidates David Jolly and Gwen Graham discuss AI data center impacts during Panama City visit,,Graham,,low,none_found,,,not_attempted,no,https://www.wjhg.com/2026/08/28/democratic-candidates-david-jolly-gwen-graham-discuss-ai-data-center-impacts-during-panama-city-visit/
0.5,aeaf9ae35d,incomplete,,Democratic socialist tries to beat the governor pick in a chaotic Wisconsin primary,,,WI,state_only,none_found,,,not_attempted,no,https://www.news8000.com/news/politics/elections/democratic-socialist-tries-to-beat-the-governors-pick-in-a-chaotic-wisconsin-primary/article_bf705e9a-00a8-5cf6-9d73-92db2bf06d3b.html
0.5,b54c54f241,incomplete,,Democrats seize on AI data center backlash that dividing rural Republicans in places like Texas,,Texas,,low,none_found,,,not_attempted,no,https://www.yankton.net/news/national_ap/article_ea1cbdfd-cb78-5537-a837-1972c6885502.html
0.5,b54c54f241,incomplete,,Democrats seize on AI data center backlash that dividing rural Republicans in places like Texas,,Texas,,low,none_found,,,not_attempted,no,https://www.yankton.net/news/national_ap/article_ea1cbdfd-cb78-5537-a837-1972c6885502.html
0.5,b54c54f241,incomplete,,Democrats seize on AI data center backlash that dividing rural Republicans in places like Texas,,Texas,,low,none_found,,,not_attempted,no,https://www.yankton.net/news/national_ap/article_ea1cbdfd-cb78-5537-a837-1972c6885502.html
0.5,b54c54f241,incomplete,,Democrats seize on AI data center backlash that dividing rural Republicans in places like Texas,,Texas,,low,none_found,,,not_attempted,no,https://www.yankton.net/news/national_ap/article_ea1cbdfd-cb78-5537-a837-1972c6885502.html
0.5,b54c54f241,incomplete,,Democrats seize on AI data center backlash that dividing rural Republicans in places like Texas,,Texas,,low,none_found,,,not_attempted,no,https://www.yankton.net/news/national_ap/article_ea1cbdfd-cb78-5537-a837-1972c6885502.html
0.5,b54c54f241,incomplete,,Democrats seize on AI data center backlash that dividing rural Republicans in places like Texas,,Texas,,low,none_found,,,not_attempted,no,https://www.yankton.net/news/national_ap/article_ea1cbdfd-cb78-5537-a837-1972c6885502.html
0.5,9610c6fdeb,incomplete,,Developer Brian ONeill defends Montgomery County data center proposals amid growing opposition,,Montgomery,,low,none_found,,,not_attempted,no,https://6abc.com/post/developer-brian-oneill-defends-montgomery-county-data-center-proposals-amid-growing-opposition/19637634/
0.5,9694ec9e8d,incomplete,,Developer Sues Montgomery Township for $300M Over Data Center Prohibition,,Montgomery,,low,none_found,,,not_attempted,no,https://wmtram.com/2026/08/14/developer-sues-montgomery-township-for-300m-over-data-center-prohibition/
0.5,d5c74633d4,incomplete,,Developer files application to bring data center to heart of Madison Heights,,Madison,,low,none_found,,,not_attempted,no,https://wset.com/news/local/developer-files-application-to-bring-data-center-to-heart-of-madison-heights-old-dominion-capital-partners-llc-perkins-and-orrison-amherst-county-administrator-jeremy-bryant-claudia-tucker-31-august-2026
0.5,bb84744d8a,incomplete,,"Did You Miss It ? Dallas City Hall Watchdog , McKinney Recall And SMU Bars CAIR Event",,Dallas,,low,none_found,,,not_attempted,no,https://www.klif.com/2026/08/30/did-you-miss-it-dallas-city-hall-watchdog-mckinney-recall-and-smu-bars-cair-event/
0.5,26d20975d5,incomplete,,"Dominion - NextEra merger could mean higher rates in the long run , experts tell Virginia lawmakers",,,VA,state_only,none_found,,,not_attempted,no,https://www.dailypress.com/2026/08/18/dominion-nextera-merger-could-mean-higher-rates-in-the-long-run-experts-tell-virginia-lawmakers/
0.5,7bcab41f53,incomplete,,Donalds chooses  Stop Woke Act  lawmaker as his running mate for Florida governor,,,FL,state_only,none_found,,,not_attempted,no,https://www.cltampa.com/news/donalds-chooses-stop-woke-act-lawmaker-as-his-running-mate-for-florida-governor/
0.5,7bcab41f53,incomplete,,Donalds chooses  Stop Woke Act  lawmaker as his running mate for Florida governor,,,FL,state_only,none_found,,,not_attempted,no,https://www.cltampa.com/news/donalds-chooses-stop-woke-act-lawmaker-as-his-running-mate-for-florida-governor/
0.5,7bcab41f53,incomplete,,Donalds chooses  Stop Woke Act  lawmaker as his running mate for Florida governor,,,FL,state_only,none_found,,,not_attempted,no,https://www.cltampa.com/news/donalds-chooses-stop-woke-act-lawmaker-as-his-running-mate-for-florida-governor/
0.5,7bcab41f53,incomplete,,Donalds chooses  Stop Woke Act  lawmaker as his running mate for Florida governor,,,FL,state_only,none_found,,,not_attempted,no,https://www.cltampa.com/news/donalds-chooses-stop-woke-act-lawmaker-as-his-running-mate-for-florida-governor/
0.5,7bcab41f53,incomplete,,Donalds chooses  Stop Woke Act  lawmaker as his running mate for Florida governor,,,FL,state_only,none_found,,,not_attempted,no,https://www.cltampa.com/news/donalds-chooses-stop-woke-act-lawmaker-as-his-running-mate-for-florida-governor/
0.5,7bcab41f53,incomplete,,Donalds chooses  Stop Woke Act  lawmaker as his running mate for Florida governor,,,FL,state_only,none_found,,,not_attempted,no,https://www.cltampa.com/news/donalds-chooses-stop-woke-act-lawmaker-as-his-running-mate-for-florida-governor/
0.5,7bcab41f53,incomplete,,Donalds chooses  Stop Woke Act  lawmaker as his running mate for Florida governor,,,FL,state_only,none_found,,,not_attempted,no,https://www.cltampa.com/news/donalds-chooses-stop-woke-act-lawmaker-as-his-running-mate-for-florida-governor/
0.5,7bcab41f53,incomplete,,Donalds chooses  Stop Woke Act  lawmaker as his running mate for Florida governor,,,FL,state_only,none_found,,,not_attempted,no,https://www.cltampa.com/news/donalds-chooses-stop-woke-act-lawmaker-as-his-running-mate-for-florida-governor/
0.5,02c3ee953d,incomplete,,Dont Let Them Blame Data Centers for Their Green Energy Failure,,Green,,low,none_found,,,not_attempted,no,https://townhall.com/columnists/larrybehrens/2026/08/29/dont-let-them-blame-data-centers-for-their-green-energy-failure-n2681990
0.5,02c3ee953d,incomplete,,Dont Let Them Blame Data Centers for Their Green Energy Failure,,Green,,low,none_found,,,not_attempted,no,https://townhall.com/columnists/larrybehrens/2026/08/29/dont-let-them-blame-data-centers-for-their-green-energy-failure-n2681990
0.5,d0e6197f18,incomplete,,Dont buy Gov . Greg Abbott latest blame game : Texas data center problem is on him,,Texas,,low,none_found,,,not_attempted,no,https://www.yahoo.com/news/politics/articles/dont-buy-gov-greg-abbotts-120000650.html
0.5,d0e6197f18,incomplete,,Dont buy Gov . Greg Abbott latest blame game : Texas data center problem is on him,,Texas,,low,none_found,,,not_attempted,no,https://www.yahoo.com/news/politics/articles/dont-buy-gov-greg-abbotts-120000650.html
0.5,d0e6197f18,incomplete,,Dont buy Gov . Greg Abbott latest blame game : Texas data center problem is on him,,Texas,,low,none_found,,,not_attempted,no,https://www.yahoo.com/news/politics/articles/dont-buy-gov-greg-abbotts-120000650.html
0.5,d0e6197f18,incomplete,,Dont buy Gov . Greg Abbott latest blame game : Texas data center problem is on him,,Texas,,low,none_found,,,not_attempted,no,https://www.yahoo.com/news/politics/articles/dont-buy-gov-greg-abbotts-120000650.html
0.5,d0e6197f18,incomplete,,Dont buy Gov . Greg Abbott latest blame game : Texas data center problem is on him,,Texas,,low,none_found,,,not_attempted,no,https://www.yahoo.com/news/politics/articles/dont-buy-gov-greg-abbotts-120000650.html
0.5,d0e6197f18,incomplete,,Dont buy Gov . Greg Abbott latest blame game : Texas data center problem is on him,,Texas,,low,none_found,,,not_attempted,no,https://www.yahoo.com/news/politics/articles/dont-buy-gov-greg-abbotts-120000650.html
0.5,d0e6197f18,incomplete,,Dont buy Gov . Greg Abbott latest blame game : Texas data center problem is on him,,Texas,,low,none_found,,,not_attempted,no,https://www.yahoo.com/news/politics/articles/dont-buy-gov-greg-abbotts-120000650.html
0.5,d0e6197f18,incomplete,,Dont buy Gov . Greg Abbott latest blame game : Texas data center problem is on him,,Texas,,low,none_found,,,not_attempted,no,https://www.yahoo.com/news/politics/articles/dont-buy-gov-greg-abbotts-120000650.html
0.5,d0e6197f18,incomplete,,Dont buy Gov . Greg Abbott latest blame game : Texas data center problem is on him,,Texas,,low,none_found,,,not_attempted,no,https://www.yahoo.com/news/politics/articles/dont-buy-gov-greg-abbotts-120000650.html
0.5,20986f5457,incomplete,,Dorchester County discuss data centers after MACo conference,,Dorchester,,low,none_found,,,not_attempted,no,http://www.stardem.com/news/dorchester/dorchester-county-discuss-data-centers-after-maco-conference/article_01a747c8-5246-4b53-8d23-b8d90ee804d8.html
0.5,20986f5457,incomplete,,Dorchester County discuss data centers after MACo conference,,Dorchester,,low,none_found,,,not_attempted,no,http://www.stardem.com/news/dorchester/dorchester-county-discuss-data-centers-after-maco-conference/article_01a747c8-5246-4b53-8d23-b8d90ee804d8.html
0.5,20986f5457,incomplete,,Dorchester County discuss data centers after MACo conference,,Dorchester,,low,none_found,,,not_attempted,no,http://www.stardem.com/news/dorchester/dorchester-county-discuss-data-centers-after-maco-conference/article_01a747c8-5246-4b53-8d23-b8d90ee804d8.html
0.5,20986f5457,incomplete,,Dorchester County discuss data centers after MACo conference,,Dorchester,,low,none_found,,,not_attempted,no,http://www.stardem.com/news/dorchester/dorchester-county-discuss-data-centers-after-maco-conference/article_01a747c8-5246-4b53-8d23-b8d90ee804d8.html
0.5,ab8a3959e1,incomplete,,Duke Energy Florida asks to punt on rate for large load customers,,,FL,state_only,none_found,,,not_attempted,no,https://www.utilitydive.com/news/duke-energy-florida-psc-large-load-rate/828951/
0.5,ab8a3959e1,incomplete,,Duke Energy Florida asks to punt on rate for large load customers,,,FL,state_only,none_found,,,not_attempted,no,https://www.utilitydive.com/news/duke-energy-florida-psc-large-load-rate/828951/
0.5,ab8a3959e1,incomplete,,Duke Energy Florida asks to punt on rate for large load customers,,,FL,state_only,none_found,,,not_attempted,no,https://www.utilitydive.com/news/duke-energy-florida-psc-large-load-rate/828951/
0.5,ab8a3959e1,incomplete,,Duke Energy Florida asks to punt on rate for large load customers,,,FL,state_only,none_found,,,not_attempted,no,https://www.utilitydive.com/news/duke-energy-florida-psc-large-load-rate/828951/
